Artist and Title,Daily Streams,Streams,acousticness,analysis_url,artist_name,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,song_name,speechiness,tempo,time_signature,track_href,type,uri,valence
"['Rema', 'Calm Down']","778,460","1,526,591,011",0.382,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,rema,0.801,239318.0,0.806,0WtM2NBVQNNJLh6scP13H8,0.000669,11.0,0.114,-5.206,1.0,79.0,calm down,0.0381,106.999,4.0,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,audio_features,spotify:track:0WtM2NBVQNNJLh6scP13H8,0.802
"['Metro Boomin', ""Creepin'""]","738,724","1,464,819,864",0.391,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,metro boomin,0.716,221520.0,0.613,2dHHgzDwk4BJdRwy9uXhTO,0.0,1.0,0.0813,-6.018,0.0,81.0,creepin',0.0522,97.914,4.0,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,audio_features,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,0.157
"['Imagine Dragons', 'Bones']","983,734","1,394,354,553",0.0201,https://api.spotify.com/v1/audio-analysis/54ipXppHLA8U4yqpOFTUhr,imagine dragons,0.772,165265.0,0.75,54ipXppHLA8U4yqpOFTUhr,0.0,5.0,0.074,-3.67,0.0,81.0,bones,0.0455,114.061,4.0,https://api.spotify.com/v1/tracks/54ipXppHLA8U4yqpOFTUhr,audio_features,spotify:track:54ipXppHLA8U4yqpOFTUhr,0.587
"['Joji', 'Glimpse of Us']","1,066,592","1,392,317,889",0.891,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,joji,0.44,233456.0,0.317,6xGruZOHLs39ZbVccQTuPZ,4.78e-06,8.0,0.141,-9.258,1.0,77.0,glimpse of us,0.0531,169.914,3.0,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,audio_features,spotify:track:6xGruZOHLs39ZbVccQTuPZ,0.268
"['Bad Bunny', 'Efecto']","521,389","1,390,069,213",0.141,https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx,bad bunny,0.801,213061.0,0.475,5Eax0qFko2dh7Rl2lYs3bx,1.73e-05,7.0,0.0639,-8.797,0.0,79.0,efecto,0.0516,98.047,4.0,https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx,audio_features,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,0.234
"['d4vd', 'Romantic Homicide']","1,258,166","1,343,215,192",0.453,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,d4vd,0.571,132631.0,0.544,1xK59OXxi2TAAAbmZK0kBL,0.00805,6.0,0.322,-10.613,1.0,85.0,romantic homicide,0.0299,132.052,4.0,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,audio_features,spotify:track:1xK59OXxi2TAAAbmZK0kBL,0.216
"['KAROL G', 'PROVENZA']","857,188","1,333,713,787",0.61,https://api.spotify.com/v1/audio-analysis/3HqcNJdZ2seoGxhn0wVNDK,karol g,0.863,207627.0,0.502,3HqcNJdZ2seoGxhn0wVNDK,0.00765,1.0,0.11,-7.912,1.0,80.0,provenza,0.0496,111.029,4.0,https://api.spotify.com/v1/tracks/3HqcNJdZ2seoGxhn0wVNDK,audio_features,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,0.567
"['Noah Kahan', 'Stick Season']","1,734,839","1,269,634,710",0.799,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv,noah kahan,0.664,182347.0,0.5,0mflMxspEfB0VbI1kyLiAv,0.0,9.0,0.0966,-6.935,1.0,87.0,stick season,0.0651,117.896,4.0,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,audio_features,spotify:track:0mflMxspEfB0VbI1kyLiAv,0.801
"['JVKE', 'golden hour']","742,749","1,244,877,193",0.653,https://api.spotify.com/v1/audio-analysis/5odlY52u43F5BjByhxg7wg,jvke,0.515,209260.0,0.593,5odlY52u43F5BjByhxg7wg,0.162,4.0,0.25,-4.801,1.0,77.0,golden hour,0.0322,94.467,3.0,https://api.spotify.com/v1/tracks/5odlY52u43F5BjByhxg7wg,audio_features,spotify:track:5odlY52u43F5BjByhxg7wg,0.153
"['SZA', 'Snooze']","1,511,902","1,238,603,320",0.141,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,sza,0.559,201800.0,0.551,4iZ4pt7kvcaH6Yo8UoZ4s2,0.0,5.0,0.11,-7.231,1.0,85.0,snooze,0.132,143.008,4.0,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,audio_features,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,0.392
"['Steve Lacy', 'Bad Habit']","980,835","1,232,883,977",0.613,https://api.spotify.com/v1/audio-analysis/4k6Uh1HXdhtusDW5y8Gbvy,steve lacy,0.686,232067.0,0.494,4k6Uh1HXdhtusDW5y8Gbvy,5.8e-05,1.0,0.402,-7.093,1.0,81.0,bad habit,0.0355,168.946,4.0,https://api.spotify.com/v1/tracks/4k6Uh1HXdhtusDW5y8Gbvy,audio_features,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,0.7
"['Bad Bunny', 'Moscow Mule']","546,446","1,206,188,445",0.294,https://api.spotify.com/v1/audio-analysis/6Xom58OOXk2SoU711L2IXO,bad bunny,0.804,245940.0,0.674,6Xom58OOXk2SoU711L2IXO,1.18e-06,5.0,0.115,-5.453,0.0,79.0,moscow mule,0.0333,99.968,4.0,https://api.spotify.com/v1/tracks/6Xom58OOXk2SoU711L2IXO,audio_features,spotify:track:6Xom58OOXk2SoU711L2IXO,0.292
"['Rosa Linn', 'SNAP']","551,676","1,152,813,619",0.107,https://api.spotify.com/v1/audio-analysis/5hx7w26Zi3zafMgvMTUqF6,rosa linn,0.565,179551.0,0.636,5hx7w26Zi3zafMgvMTUqF6,9.9e-06,0.0,0.447,-8.198,1.0,79.0,snap,0.0622,170.027,4.0,https://api.spotify.com/v1/tracks/5hx7w26Zi3zafMgvMTUqF6,audio_features,spotify:track:5hx7w26Zi3zafMgvMTUqF6,0.526
"['Stephen Sanchez', 'Until I Found You']","829,766","1,141,153,994",0.757,https://api.spotify.com/v1/audio-analysis/6VhuP99TE6gYNQRJIlAWFD,stephen sanchez,0.346,176667.0,0.5,6VhuP99TE6gYNQRJIlAWFD,0.0,10.0,0.189,-6.097,1.0,76.0,until i found you,0.0388,202.466,3.0,https://api.spotify.com/v1/tracks/6VhuP99TE6gYNQRJIlAWFD,audio_features,spotify:track:6VhuP99TE6gYNQRJIlAWFD,0.191
"['ROSALÍA', 'DESPECHÁ']","606,256","1,113,423,730",0.146,https://api.spotify.com/v1/audio-analysis/53tfEupEzQRtVFOeZvk7xq,rosalía,0.914,156788.0,0.622,53tfEupEzQRtVFOeZvk7xq,1.68e-05,7.0,0.0632,-6.538,1.0,77.0,despechá,0.0892,130.04,4.0,https://api.spotify.com/v1/tracks/53tfEupEzQRtVFOeZvk7xq,audio_features,spotify:track:53tfEupEzQRtVFOeZvk7xq,0.77
"['Zach Bryan', 'Something in the Orange']","1,298,794","1,102,594,423",0.555,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,zach bryan,0.369,228013.0,0.192,3WMj8moIAXJhHsyLaqIIHI,8.35e-06,4.0,0.0954,-12.151,0.0,85.0,something in the orange,0.04,175.212,3.0,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,audio_features,spotify:track:3WMj8moIAXJhHsyLaqIIHI,0.148
"['Sabrina Carpenter', 'Nonsense']","1,449,002","1,085,408,456",0.0268,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,sabrina carpenter,0.74,163648.0,0.697,6dgUya35uo964z7GZXM07g,0.0,8.0,0.224,-4.912,1.0,86.0,nonsense,0.034,138.992,4.0,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,audio_features,spotify:track:6dgUya35uo964z7GZXM07g,0.732
"['Feid', 'Feliz Cumpleaños Ferxxo']","935,057","1,084,435,451",0.0863,https://api.spotify.com/v1/audio-analysis/2CeKVsFFXG4QzA415QygGb,feid,0.865,155960.0,0.573,2CeKVsFFXG4QzA415QygGb,0.0,5.0,0.305,-5.501,1.0,81.0,feliz cumpleaños ferxxo,0.0678,94.999,4.0,https://api.spotify.com/v1/tracks/2CeKVsFFXG4QzA415QygGb,audio_features,spotify:track:2CeKVsFFXG4QzA415QygGb,0.563
"['Ozuna', 'Hey Mor']","523,403","1,074,301,299",0.00302,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,ozuna,0.901,196600.0,0.589,1zsPaEkglFvxjAhrM8yhpr,0.000237,1.0,0.0992,-6.713,0.0,77.0,hey mor,0.289,98.002,4.0,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,audio_features,spotify:track:1zsPaEkglFvxjAhrM8yhpr,0.399
"['Drake', 'Jimmy Cooks']","590,514","1,070,893,547",0.000307,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,drake,0.529,218365.0,0.673,3F5CgOj3wFlRv51JsHbxhe,2.41e-06,0.0,0.093,-4.711,1.0,79.0,jimmy cooks,0.175,165.921,4.0,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,audio_features,spotify:track:3F5CgOj3wFlRv51JsHbxhe,0.366
"['Nicky Youre', 'Sunroof']","877,213","1,043,726,738",0.352,https://api.spotify.com/v1/audio-analysis/5YqEzk3C5c3UZ1D5fJUlXA,nicky youre,0.768,163026.0,0.714,5YqEzk3C5c3UZ1D5fJUlXA,0.0,10.0,0.15,-5.11,1.0,82.0,sunroof,0.0401,131.443,4.0,https://api.spotify.com/v1/tracks/5YqEzk3C5c3UZ1D5fJUlXA,audio_features,spotify:track:5YqEzk3C5c3UZ1D5fJUlXA,0.842
"['Charlie Puth', 'Left and Right (Feat. Jung Kook of BTS)']","379,080","1,026,789,992",0.619,https://api.spotify.com/v1/audio-analysis/5Odq8ohlgIbQKMZivbWkEo,charlie puth,0.881,154487.0,0.592,5Odq8ohlgIbQKMZivbWkEo,1.32e-05,2.0,0.0901,-4.898,1.0,74.0,left and right (feat. jung kook of bts),0.0324,101.058,4.0,https://api.spotify.com/v1/tracks/5Odq8ohlgIbQKMZivbWkEo,audio_features,spotify:track:5Odq8ohlgIbQKMZivbWkEo,0.719
"['Harry Styles', 'Late Night Talking']","367,371","1,022,914,171",0.298,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,harry styles,0.714,177955.0,0.728,1qEmFfgcLObUfQm0j1W2CK,0.0,10.0,0.106,-4.595,1.0,76.0,late night talking,0.0468,114.996,4.0,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,audio_features,spotify:track:1qEmFfgcLObUfQm0j1W2CK,0.901
"['Becky G', 'MAMIII']","697,522","1,022,386,548",0.0845,https://api.spotify.com/v1/audio-analysis/7FlQk2gJ6TBrHHiidvdR2O,becky g,0.836,226093.0,0.703,7FlQk2gJ6TBrHHiidvdR2O,0.0,4.0,0.138,-3.554,0.0,78.0,mamiii,0.0657,94.048,4.0,https://api.spotify.com/v1/tracks/7FlQk2gJ6TBrHHiidvdR2O,audio_features,spotify:track:7FlQk2gJ6TBrHHiidvdR2O,0.902
"['Swedish House Mafia', 'Moth To A Flame']","762,542","990,207,821",0.0027,https://api.spotify.com/v1/audio-analysis/0VO8gYVDSwM1Qdd2GsMoYK,swedish house mafia,0.553,234000.0,0.659,0VO8gYVDSwM1Qdd2GsMoYK,0.0,8.0,0.105,-7.295,1.0,78.0,moth to a flame,0.0391,120.146,4.0,https://api.spotify.com/v1/tracks/0VO8gYVDSwM1Qdd2GsMoYK,audio_features,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,0.105
"['Camila Cabello', 'Bam Bam']","300,954","960,874,767",0.182,https://api.spotify.com/v1/audio-analysis/2DB4DdfCFMw1iaR6JaR03a,camila cabello,0.756,206071.0,0.697,2DB4DdfCFMw1iaR6JaR03a,0.0,8.0,0.333,-6.377,1.0,69.0,bam bam,0.0401,94.996,4.0,https://api.spotify.com/v1/tracks/2DB4DdfCFMw1iaR6JaR03a,audio_features,spotify:track:2DB4DdfCFMw1iaR6JaR03a,0.956
"['Future', 'WAIT FOR U']","912,281","923,272,503",0.314,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,future,0.463,189893.0,0.642,59nOXPmaKlBfGMDeOVGrIK,0.0,1.0,0.0686,-4.474,1.0,81.0,wait for u,0.34,83.389,4.0,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,audio_features,spotify:track:59nOXPmaKlBfGMDeOVGrIK,0.339
"['Benson Boone', 'In The Stars']","1,163,104","897,007,938",0.338,https://api.spotify.com/v1/audio-analysis/315aBOUD3xtj7sUMXtRgMV,benson boone,0.362,216410.0,0.54,315aBOUD3xtj7sUMXtRgMV,0.0,10.0,0.139,-6.031,1.0,81.0,in the stars,0.0528,78.007,3.0,https://api.spotify.com/v1/tracks/315aBOUD3xtj7sUMXtRgMV,audio_features,spotify:track:315aBOUD3xtj7sUMXtRgMV,0.3
"['Yandel', 'Yandel 150']","385,735","896,969,384",0.0492,https://api.spotify.com/v1/audio-analysis/4FAKtPVycI4DxoOHC01YqD,yandel,0.783,216148.0,0.729,4FAKtPVycI4DxoOHC01YqD,0.000272,6.0,0.1,-3.549,0.0,72.0,yandel 150,0.0691,167.968,4.0,https://api.spotify.com/v1/tracks/4FAKtPVycI4DxoOHC01YqD,audio_features,spotify:track:4FAKtPVycI4DxoOHC01YqD,0.58
"['RAYE', 'Escapism.']","714,896","894,630,603",0.138,https://api.spotify.com/v1/audio-analysis/5mHdCZtVyb4DcJw8799hZp,raye,0.538,272373.0,0.742,5mHdCZtVyb4DcJw8799hZp,4.67e-05,2.0,0.0934,-5.355,1.0,77.0,escapism.,0.114,96.107,4.0,https://api.spotify.com/v1/tracks/5mHdCZtVyb4DcJw8799hZp,audio_features,spotify:track:5mHdCZtVyb4DcJw8799hZp,0.25
"['Post Malone', 'I Like You (A Happier Song)']","324,294","887,981,920",0.121,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,post malone,0.733,192841.0,0.67,0O6u0VJ46W86TxN9wgyqDj,0.0,5.0,0.121,-6.009,1.0,75.0,i like you (a happier song),0.0751,100.964,4.0,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,audio_features,spotify:track:0O6u0VJ46W86TxN9wgyqDj,0.472
"['Bad Bunny', 'Neverita']","284,408","887,746,400",0.0706,https://api.spotify.com/v1/audio-analysis/31i56LZnwE6uSu3exoHjtB,bad bunny,0.876,173119.0,0.498,31i56LZnwE6uSu3exoHjtB,0.0,10.0,0.143,-7.511,1.0,75.0,neverita,0.0478,122.016,4.0,https://api.spotify.com/v1/tracks/31i56LZnwE6uSu3exoHjtB,audio_features,spotify:track:31i56LZnwE6uSu3exoHjtB,0.428
"['Lizzo', 'About Damn Time']","207,876","881,741,487",0.0974,https://api.spotify.com/v1/audio-analysis/6HMtHNpW6YPi1hrw9tgF8P,lizzo,0.836,191938.0,0.743,6HMtHNpW6YPi1hrw9tgF8P,0.0,10.0,0.335,-6.305,0.0,71.0,about damn time,0.0653,108.965,4.0,https://api.spotify.com/v1/tracks/6HMtHNpW6YPi1hrw9tgF8P,audio_features,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,0.723
"['Drake', 'Rich Flex']","297,731","860,901,697",0.0517,https://api.spotify.com/v1/audio-analysis/1bDbXMyjaUIooNwFE9wn0N,drake,0.549,239360.0,0.518,1bDbXMyjaUIooNwFE9wn0N,1.21e-06,4.0,0.378,-9.39,0.0,75.0,rich flex,0.257,160.07,4.0,https://api.spotify.com/v1/tracks/1bDbXMyjaUIooNwFE9wn0N,audio_features,spotify:track:1bDbXMyjaUIooNwFE9wn0N,0.418
"['Jack Harlow', 'First Class']","282,827","860,814,030",0.111,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,jack harlow,0.902,173948.0,0.582,0wHFktze2PHC5jDt3B17DC,3.18e-06,5.0,0.111,-5.902,0.0,73.0,first class,0.109,107.005,4.0,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,audio_features,spotify:track:0wHFktze2PHC5jDt3B17DC,0.332
"['Taylor Swift', 'Karma']","464,701","857,836,342",0.062,https://api.spotify.com/v1/audio-analysis/7KokYm8cMIXCsGVmUvKtqf,taylor swift,0.64,204852.0,0.619,7KokYm8cMIXCsGVmUvKtqf,0.0,8.0,0.475,-7.108,1.0,76.0,karma,0.065,90.008,4.0,https://api.spotify.com/v1/tracks/7KokYm8cMIXCsGVmUvKtqf,audio_features,spotify:track:7KokYm8cMIXCsGVmUvKtqf,0.121
"['Beyoncé', 'CUFF IT']","269,933","845,400,398",0.0368,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,beyoncé,0.78,225389.0,0.689,1xzi1Jcr7mEi9K2RfzLOqS,9.69e-06,7.0,0.0698,-5.668,1.0,74.0,cuff it,0.141,115.042,4.0,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,audio_features,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,0.642
"['Feid', 'Normal']","703,017","836,414,272",0.034,https://api.spotify.com/v1/audio-analysis/0T2pB7P1VdXPhLdQZ488uH,feid,0.709,171880.0,0.56,0T2pB7P1VdXPhLdQZ488uH,0.0,4.0,0.315,-4.867,0.0,79.0,normal,0.171,170.082,4.0,https://api.spotify.com/v1/tracks/0T2pB7P1VdXPhLdQZ488uH,audio_features,spotify:track:0T2pB7P1VdXPhLdQZ488uH,0.541
"['Metro Boomin', 'Too Many Nights']","888,665","822,362,285",0.189,https://api.spotify.com/v1/audio-analysis/2Hh3ETdQKrmSI3QS0hme7g,metro boomin,0.573,199920.0,0.668,2Hh3ETdQKrmSI3QS0hme7g,4.01e-05,7.0,0.109,-4.356,0.0,82.0,too many nights,0.0467,87.973,4.0,https://api.spotify.com/v1/tracks/2Hh3ETdQKrmSI3QS0hme7g,audio_features,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,0.145
"['Mora', 'LA INOCENTE']","525,062","821,848,799",0.307,https://api.spotify.com/v1/audio-analysis/5jt25aFjW2kNoBqaEVaz5W,mora,0.757,202174.0,0.789,5jt25aFjW2kNoBqaEVaz5W,0.0,5.0,0.0717,-3.46,0.0,78.0,la inocente,0.0583,91.911,4.0,https://api.spotify.com/v1/tracks/5jt25aFjW2kNoBqaEVaz5W,audio_features,spotify:track:5jt25aFjW2kNoBqaEVaz5W,0.464
"['Carin Leon', 'Que Vuelvas']","671,281","820,051,298",0.188,https://api.spotify.com/v1/audio-analysis/5HR7yfhSCeoOHRQN05XnZQ,carin leon,0.497,169419.0,0.644,5HR7yfhSCeoOHRQN05XnZQ,0.0,10.0,0.114,-4.309,1.0,79.0,que vuelvas,0.0443,162.542,4.0,https://api.spotify.com/v1/tracks/5HR7yfhSCeoOHRQN05XnZQ,audio_features,spotify:track:5HR7yfhSCeoOHRQN05XnZQ,0.779
"['Metro Boomin', 'Superhero (Heroes & Villains) [with Future & Chris Brown]']","590,934","812,218,511",0.138,https://api.spotify.com/v1/audio-analysis/0vjeOZ3Ft5jvAi9SBFJm1j,metro boomin,0.709,182667.0,0.583,0vjeOZ3Ft5jvAi9SBFJm1j,2.97e-06,5.0,0.195,-5.298,0.0,79.0,superhero (heroes & villains) [with future & chris brown],0.204,116.624,4.0,https://api.spotify.com/v1/tracks/0vjeOZ3Ft5jvAi9SBFJm1j,audio_features,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,0.533
"['Meghan Trainor', 'Made You Look']","599,358","807,978,314",0.34,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,meghan trainor,0.834,134256.0,0.522,0QHEIqNKsMoOY5urbzN48u,1.59e-06,10.0,0.0783,-3.574,1.0,80.0,made you look,0.0703,145.035,4.0,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,audio_features,spotify:track:0QHEIqNKsMoOY5urbzN48u,0.854
"['Bad Bunny', 'Tarot']","372,893","803,574,961",0.0225,https://api.spotify.com/v1/audio-analysis/41oY4WCTj5kccfesTVFnvN,bad bunny,0.795,237895.0,0.684,41oY4WCTj5kccfesTVFnvN,0.0,11.0,0.658,-3.971,0.0,76.0,tarot,0.0419,114.011,4.0,https://api.spotify.com/v1/tracks/41oY4WCTj5kccfesTVFnvN,audio_features,spotify:track:41oY4WCTj5kccfesTVFnvN,0.419
"['BLACKPINK', 'Pink Venom']","367,052","799,366,355",0.0126,https://api.spotify.com/v1/audio-analysis/5zwwW9Oq7ubSxoCGyW1nbY,blackpink,0.684,186964.0,0.751,5zwwW9Oq7ubSxoCGyW1nbY,0.0,4.0,0.189,-6.22,1.0,69.0,pink venom,0.172,180.054,4.0,https://api.spotify.com/v1/tracks/5zwwW9Oq7ubSxoCGyW1nbY,audio_features,spotify:track:5zwwW9Oq7ubSxoCGyW1nbY,0.747
"['Panic! At The Disco', 'House of Memories']","379,829","796,053,005",0.00272,https://api.spotify.com/v1/audio-analysis/2DgdHcjWmO3qd50RzuBLgZ,panic! at the disco,0.506,208707.0,0.817,2DgdHcjWmO3qd50RzuBLgZ,0.0,11.0,0.0486,-5.051,0.0,77.0,house of memories,0.0335,109.952,4.0,https://api.spotify.com/v1/tracks/2DgdHcjWmO3qd50RzuBLgZ,audio_features,spotify:track:2DgdHcjWmO3qd50RzuBLgZ,0.506
"['Øneheart', 'snowfall']","922,442","790,826,864",0.929,https://api.spotify.com/v1/audio-analysis/4xF4ZBGPZKxECeDFrqSAG4,øneheart,0.466,124066.0,0.0918,4xF4ZBGPZKxECeDFrqSAG4,0.803,10.0,0.439,-26.813,1.0,82.0,snowfall,0.0269,95.014,4.0,https://api.spotify.com/v1/tracks/4xF4ZBGPZKxECeDFrqSAG4,audio_features,spotify:track:4xF4ZBGPZKxECeDFrqSAG4,0.0841
