Unnamed: 0,acousticness,analysis_url,artist_name,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,streams,tempo,time_signature,track_href,track_name,type,uri,valence,year,Daily Streams
2009,0.123,https://api.spotify.com/v1/audio-analysis/0Aqi7ArnBrGblW5T6p2jmD,Trevor Daniel,0.785,159382.0,0.431,0Aqi7ArnBrGblW5T6p2jmD,0.0,10.0,0.0887,-8.756,0.0,77.0,0.0364,1689044779,127.085,4.0,https://api.spotify.com/v1/tracks/0Aqi7ArnBrGblW5T6p2jmD,Falling,audio_features,spotify:track:0Aqi7ArnBrGblW5T6p2jmD,0.236,2020,"546,511"
2010,0.0215,https://api.spotify.com/v1/audio-analysis/1oFAF1hdPOickyHgbuRjyX,The Weeknd,0.65,191014.0,0.825,1oFAF1hdPOickyHgbuRjyX,2.44e-05,0.0,0.0936,-4.645,1.0,79.0,0.0325,1687728759,118.091,4.0,https://api.spotify.com/v1/tracks/1oFAF1hdPOickyHgbuRjyX,Save Your Tears (Remix),audio_features,spotify:track:1oFAF1hdPOickyHgbuRjyX,0.593,2020,"750,653"
2011,0.247,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,DaBaby,0.746,181733.0,0.69,7ytR5pFWmSjzHJIeQkgog4,0.0,11.0,0.101,-7.956,1.0,73.0,0.164,1677412808,89.977,4.0,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR,audio_features,spotify:track:7ytR5pFWmSjzHJIeQkgog4,0.497,2020,"249,898"
2012,0.145,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,Eminem,0.808,210800.0,0.745,7FIWs0pqAYbP91WWM0vlTQ,0.0,10.0,0.292,-5.26,0.0,81.0,0.342,1569432364,165.995,4.0,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,Godzilla,audio_features,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,0.829,2020,"829,692"
2013,0.468,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,Ariana Grande,0.737,172325.0,0.802,35mvY5S1H3J2QZyna3TFe0,0.0,0.0,0.0931,-4.771,1.0,78.0,0.0878,1511342856,144.015,4.0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,positions,audio_features,spotify:track:35mvY5S1H3J2QZyna3TFe0,0.682,2020,"504,313"
2014,0.537,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,0.613,239560.0,0.581,4R2kfaDFhslZEMJqAFNpdd,0.000345,0.0,0.25,-8.588,0.0,83.0,0.0424,1477962168,130.033,4.0,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,cardigan,audio_features,spotify:track:4R2kfaDFhslZEMJqAFNpdd,0.551,2020,"958,964"
2015,0.25,https://api.spotify.com/v1/audio-analysis/1p0rEzrK7YtdRZVtiyV7RN,Internet Money,0.8,195429.0,0.658,1p0rEzrK7YtdRZVtiyV7RN,0.0,1.0,0.111,-6.142,0.0,77.0,0.079,1387463458,140.042,4.0,https://api.spotify.com/v1/tracks/1p0rEzrK7YtdRZVtiyV7RN,Lemonade,audio_features,spotify:track:1p0rEzrK7YtdRZVtiyV7RN,0.462,2020,"472,724"
2016,0.185,https://api.spotify.com/v1/audio-analysis/1yoMvmasuxZfqHEipJhRbp,Maluma,0.783,199112.0,0.727,1yoMvmasuxZfqHEipJhRbp,2.46e-05,6.0,0.0626,-3.454,0.0,79.0,0.389,1385126040,180.067,4.0,https://api.spotify.com/v1/tracks/1yoMvmasuxZfqHEipJhRbp,Hawái,audio_features,spotify:track:1yoMvmasuxZfqHEipJhRbp,0.558,2020,"598,795"
2016,0.185,https://api.spotify.com/v1/audio-analysis/1yoMvmasuxZfqHEipJhRbp,Maluma,0.783,199112.0,0.727,1yoMvmasuxZfqHEipJhRbp,2.46e-05,6.0,0.0626,-3.454,0.0,79.0,0.389,1385126040,180.067,4.0,https://api.spotify.com/v1/tracks/1yoMvmasuxZfqHEipJhRbp,Hawái,audio_features,spotify:track:1yoMvmasuxZfqHEipJhRbp,0.558,2020,"32,843"
2017,0.0194,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,Cardi B,0.935,187541.0,0.454,4Oun2ylbjFKMPTiaSbbCih,0.0,1.0,0.0824,-7.509,1.0,75.0,0.375,1382153114,133.073,4.0,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,WAP,audio_features,spotify:track:4Oun2ylbjFKMPTiaSbbCih,0.357,2020,"292,107"
2018,0.207,https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,0.774,162547.0,0.554,22LAwLoDA5b4AaGSkg6bKW,0.0,0.0,0.132,-7.909,1.0,73.0,0.0383,1349636655,99.034,4.0,https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,audio_features,spotify:track:22LAwLoDA5b4AaGSkg6bKW,0.349,2020,"416,549"
2019,0.125,https://api.spotify.com/v1/audio-analysis/6jRq8gaZhMUyy5RclRPcAf,blackbear,0.782,188344.0,0.559,6jRq8gaZhMUyy5RclRPcAf,0.0,6.0,0.385,-7.106,0.0,73.0,0.0767,1306601586,129.992,1.0,https://api.spotify.com/v1/tracks/6jRq8gaZhMUyy5RclRPcAf,hot girl bummer,audio_features,spotify:track:6jRq8gaZhMUyy5RclRPcAf,0.685,2020,"224,127"
2020,0.538,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,0.532,261923.0,0.623,3hUxzQpSfdDqwM3ZTFQY0K,7.28e-05,5.0,0.0925,-9.208,1.0,83.0,0.0331,1302540403,89.937,4.0,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,august,audio_features,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,0.403,2020,"936,790"
2021,0.0706,https://api.spotify.com/v1/audio-analysis/5yY9lUy8nbvjM1Uyo1Uqoc,Future,0.676,237735.0,0.609,5yY9lUy8nbvjM1Uyo1Uqoc,0.0,2.0,0.152,-5.831,0.0,70.0,0.481,1278250305,142.037,4.0,https://api.spotify.com/v1/tracks/5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good,audio_features,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,0.508,2020,"235,114"
2022,0.55,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,Selena Gomez,0.516,206459.0,0.342,4l0Mvzj72xxOpRrp6h8nHi,0.0,4.0,0.21,-8.985,1.0,76.0,0.0425,1276924415,102.819,4.0,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,audio_features,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,0.0993,2020,"345,355"
2023,0.112,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,0.653,160191.0,0.524,6tDDoYIxWvMLTdKpjFkc1B,0.0,11.0,0.203,-9.016,0.0,81.0,0.0502,1270745857,83.97,4.0,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,telepatía,audio_features,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,0.553,2020,"806,607"
2024,0.524,https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,0.449,198371.0,0.465,3FAJ6O0NOHQV8Mc5Ri6ENp,1.02e-06,0.0,0.303,-8.964,1.0,79.0,0.0791,1262535409,89.087,3.0,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,audio_features,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,0.543,2020,"704,341"
2025,0.167,https://api.spotify.com/v1/audio-analysis/017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,0.73,221820.0,0.729,017PF4Q3l4DBUiWoXk4OWT,1.39e-06,4.0,0.349,-3.434,0.0,74.0,0.0884,1259026855,113.011,4.0,https://api.spotify.com/v1/tracks/017PF4Q3l4DBUiWoXk4OWT,Break My Heart,audio_features,spotify:track:017PF4Q3l4DBUiWoXk4OWT,0.467,2020,"365,669"
2026,0.168,https://api.spotify.com/v1/audio-analysis/6cx06DFPPHchuUAcTxznu9,Joel Corry,0.734,166028.0,0.874,6cx06DFPPHchuUAcTxznu9,1.14e-05,8.0,0.0489,-3.158,1.0,74.0,0.0662,1254805423,122.953,4.0,https://api.spotify.com/v1/tracks/6cx06DFPPHchuUAcTxznu9,Head & Heart,audio_features,spotify:track:6cx06DFPPHchuUAcTxznu9,0.905,2020,"227,089"
2027,0.418,https://api.spotify.com/v1/audio-analysis/4PMqSO5qyjpvzhlLI5GnID,SZA,0.461,278480.0,0.651,4PMqSO5qyjpvzhlLI5GnID,1.26e-05,1.0,0.782,-8.81,0.0,79.0,0.0568,1248379359,121.07,4.0,https://api.spotify.com/v1/tracks/4PMqSO5qyjpvzhlLI5GnID,Good Days,audio_features,spotify:track:4PMqSO5qyjpvzhlLI5GnID,0.383,2020,"763,587"
2028,0.414,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,Tiësto,0.798,164000.0,0.62,6f3Slt0GbA2bPZlz0aIFXN,0.0192,8.0,0.112,-7.079,0.0,72.0,0.232,1245772000,120.031,4.0,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,The Business,audio_features,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,0.235,2020,"223,853"
2029,0.298,https://api.spotify.com/v1/audio-analysis/4umIPjkehX1r7uhmGvXiSV,Justin Bieber,0.806,212867.0,0.546,4umIPjkehX1r7uhmGvXiSV,0.0,9.0,0.102,-6.637,1.0,74.0,0.0579,1230121445,147.988,4.0,https://api.spotify.com/v1/tracks/4umIPjkehX1r7uhmGvXiSV,Intentions,audio_features,spotify:track:4umIPjkehX1r7uhmGvXiSV,0.875,2020,"331,158"
2030,0.0279,https://api.spotify.com/v1/audio-analysis/45JYEmfoWSpCA3Paut7YXE,Elley Duhé,0.528,184453.0,0.659,45JYEmfoWSpCA3Paut7YXE,0.0,4.0,0.12,-6.942,0.0,75.0,0.0386,1208693689,92.823,3.0,https://api.spotify.com/v1/tracks/45JYEmfoWSpCA3Paut7YXE,MIDDLE OF THE NIGHT,audio_features,spotify:track:45JYEmfoWSpCA3Paut7YXE,0.102,2020,"633,406"
2031,0.269,https://api.spotify.com/v1/audio-analysis/4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler,0.845,219048.0,0.677,4HYDUMY0xSpeBr0AMY9cUz,0.000917,11.0,0.108,-4.798,0.0,79.0,0.136,1206689844,90.013,4.0,https://api.spotify.com/v1/tracks/4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,audio_features,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,0.68,2020,"534,186"
2031,0.269,https://api.spotify.com/v1/audio-analysis/4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler,0.845,219048.0,0.677,4HYDUMY0xSpeBr0AMY9cUz,0.000917,11.0,0.108,-4.798,0.0,79.0,0.136,1206689844,90.013,4.0,https://api.spotify.com/v1/tracks/4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,audio_features,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,0.68,2020,"34,205"
2032,0.65,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,0.709,160000.0,0.548,1tkg4EHVoqnhR6iFEXb60y,1.59e-06,10.0,0.133,-8.493,1.0,76.0,0.353,1194354148,83.995,4.0,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,audio_features,spotify:track:1tkg4EHVoqnhR6iFEXb60y,0.543,2020,"438,148"
2033,0.223,https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH,Ariana Grande,0.597,228482.0,0.45,4HBZA5flZLE435QTztThqH,0.0,8.0,0.382,-6.658,1.0,78.0,0.0418,1187074205,178.765,3.0,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH,Stuck with U,audio_features,spotify:track:4HBZA5flZLE435QTztThqH,0.537,2020,"465,749"
2034,0.114,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,Pop Smoke,0.823,190476.0,0.586,0PvFJmanyNQMseIFrU708S,0.0,6.0,0.193,-6.606,0.0,73.0,0.2,1157759542,125.971,4.0,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,For The Night,audio_features,spotify:track:0PvFJmanyNQMseIFrU708S,0.347,2020,"233,381"
2035,0.234,https://api.spotify.com/v1/audio-analysis/1xQ6trAsedVPCdbtDAmk0c,Jawsh 685,0.767,171375.0,0.481,1xQ6trAsedVPCdbtDAmk0c,0.0,0.0,0.269,-8.52,0.0,70.0,0.0803,1146542558,150.076,4.0,https://api.spotify.com/v1/tracks/1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed,audio_features,spotify:track:1xQ6trAsedVPCdbtDAmk0c,0.761,2020,"152,950"
2035,0.234,https://api.spotify.com/v1/audio-analysis/1xQ6trAsedVPCdbtDAmk0c,Jawsh 685,0.767,171375.0,0.481,1xQ6trAsedVPCdbtDAmk0c,0.0,0.0,0.269,-8.52,0.0,70.0,0.0803,1146542558,150.076,4.0,https://api.spotify.com/v1/tracks/1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed,audio_features,spotify:track:1xQ6trAsedVPCdbtDAmk0c,0.761,2020,"48,815"
2036,0.868,https://api.spotify.com/v1/audio-analysis/6J2LdBN97cDWn0MLxYh9HB,Noah Cyrus,0.708,156106.0,0.186,6J2LdBN97cDWn0MLxYh9HB,0.0,9.0,0.0779,-8.953,0.0,82.0,0.042,1115189993,72.541,4.0,https://api.spotify.com/v1/tracks/6J2LdBN97cDWn0MLxYh9HB,July,audio_features,spotify:track:6J2LdBN97cDWn0MLxYh9HB,0.322,2020,"752,832"
2037,0.325,https://api.spotify.com/v1/audio-analysis/3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,0.485,164571.0,0.409,3hxIUxnT27p5WcmjGUXNwx,0.0,9.0,0.103,-10.711,0.0,86.0,0.101,1105703754,138.419,4.0,https://api.spotify.com/v1/tracks/3hxIUxnT27p5WcmjGUXNwx,Shut up My Moms Calling,audio_features,spotify:track:3hxIUxnT27p5WcmjGUXNwx,0.376,2020,"1,745,904"
2038,0.021,https://api.spotify.com/v1/audio-analysis/7ju97lgwC2rKQ6wwsf9no9,Lady Gaga,0.672,182200.0,0.855,7ju97lgwC2rKQ6wwsf9no9,0.0,9.0,0.323,-3.764,1.0,70.0,0.0397,1102505809,123.056,4.0,https://api.spotify.com/v1/tracks/7ju97lgwC2rKQ6wwsf9no9,Rain On Me,audio_features,spotify:track:7ju97lgwC2rKQ6wwsf9no9,0.646,2020,"226,035"
2039,0.321,https://api.spotify.com/v1/audio-analysis/127QTOFJsJQp5LbJbu3A1y,Drake,0.834,247059.0,0.454,127QTOFJsJQp5LbJbu3A1y,6.15e-06,1.0,0.114,-9.75,0.0,67.0,0.201,1088800673,81.618,4.0,https://api.spotify.com/v1/tracks/127QTOFJsJQp5LbJbu3A1y,Toosie Slide,audio_features,spotify:track:127QTOFJsJQp5LbJbu3A1y,0.837,2020,"197,094"
2040,0.0465,https://api.spotify.com/v1/audio-analysis/4SFknyjLcyTLJFPKD2m96o,BLACKPINK,0.812,182956.0,0.761,4SFknyjLcyTLJFPKD2m96o,0.000135,11.0,0.0601,-5.222,1.0,71.0,0.0812,1080650505,130.032,4.0,https://api.spotify.com/v1/tracks/4SFknyjLcyTLJFPKD2m96o,How You Like That,audio_features,spotify:track:4SFknyjLcyTLJFPKD2m96o,0.344,2020,"279,460"
2041,0.0236,https://api.spotify.com/v1/audio-analysis/6bnF93Rx87YqUBLSgjiMU8,The Weeknd,0.537,198267.0,0.746,6bnF93Rx87YqUBLSgjiMU8,1e-06,10.0,0.156,-5.507,0.0,77.0,0.15,1037994209,170.083,4.0,https://api.spotify.com/v1/tracks/6bnF93Rx87YqUBLSgjiMU8,Heartless,audio_features,spotify:track:6bnF93Rx87YqUBLSgjiMU8,0.252,2020,"352,767"
2042,0.0303,https://api.spotify.com/v1/audio-analysis/2XIc1pqjXV3Cr2BQUGNBck,Bad Bunny,0.856,203201.0,0.618,2XIc1pqjXV3Cr2BQUGNBck,0.0,7.0,0.0866,-4.892,1.0,74.0,0.286,1037183242,81.993,4.0,https://api.spotify.com/v1/tracks/2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,audio_features,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,0.391,2020,"212,302"
2043,0.0137,https://api.spotify.com/v1/audio-analysis/3AzjcOeAmA57TIOr9zF1ZW,Dua Lipa,0.647,193829.0,0.844,3AzjcOeAmA57TIOr9zF1ZW,0.000658,0.0,0.102,-3.756,1.0,73.0,0.0457,1033610945,146.967,4.0,https://api.spotify.com/v1/tracks/3AzjcOeAmA57TIOr9zF1ZW,Physical,audio_features,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,0.746,2020,"238,809"
2044,0.0811,https://api.spotify.com/v1/audio-analysis/2p8IUWQDrpjuFltbdgLOag,The Weeknd,0.658,361027.0,0.572,2p8IUWQDrpjuFltbdgLOag,0.0061,5.0,0.121,-6.099,0.0,79.0,0.0308,1033067729,108.968,4.0,https://api.spotify.com/v1/tracks/2p8IUWQDrpjuFltbdgLOag,After Hours,audio_features,spotify:track:2p8IUWQDrpjuFltbdgLOag,0.144,2020,"540,819"
2045,0.00786,https://api.spotify.com/v1/audio-analysis/7a53HqqArd4b9NF4XAmlbI,Ava Max,0.637,162399.0,0.69,7a53HqqArd4b9NF4XAmlbI,0.0,1.0,0.124,-4.057,0.0,77.0,0.0405,1027450577,129.857,4.0,https://api.spotify.com/v1/tracks/7a53HqqArd4b9NF4XAmlbI,Kings & Queens,audio_features,spotify:track:7a53HqqArd4b9NF4XAmlbI,0.457,2020,"327,669"
2046,0.237,https://api.spotify.com/v1/audio-analysis/6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,0.83,173711.0,0.585,6Im9k8u9iIzKMrmV7BWtlF,0.0,0.0,0.248,-6.476,1.0,74.0,0.094,1021678772,109.978,4.0,https://api.spotify.com/v1/tracks/6Im9k8u9iIzKMrmV7BWtlF,34+35,audio_features,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,0.485,2020,"290,409"
2047,0.524,https://api.spotify.com/v1/audio-analysis/7AzlLxHn24DxjgQX73F9fU,Don Toliver,0.652,154424.0,0.631,7AzlLxHn24DxjgQX73F9fU,0.000579,6.0,0.165,-5.718,0.0,79.0,0.0893,1018036762,127.998,4.0,https://api.spotify.com/v1/tracks/7AzlLxHn24DxjgQX73F9fU,No Idea,audio_features,spotify:track:7AzlLxHn24DxjgQX73F9fU,0.35,2020,"542,301"
2048,0.00883,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,Dua Lipa,0.702,203064.0,0.825,5nujrmhLynf4yMoMtj8AQF,0.0,6.0,0.0674,-3.787,0.0,79.0,0.0601,1004917448,102.977,4.0,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,Levitating,audio_features,spotify:track:5nujrmhLynf4yMoMtj8AQF,0.915,2020,"784,576"
2048,0.00883,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,Dua Lipa,0.702,203064.0,0.825,5nujrmhLynf4yMoMtj8AQF,0.0,6.0,0.0674,-3.787,0.0,79.0,0.0601,1004917448,102.977,4.0,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,Levitating,audio_features,spotify:track:5nujrmhLynf4yMoMtj8AQF,0.915,2020,"281,821"
2049,0.0172,https://api.spotify.com/v1/audio-analysis/2Y0wPrPQBrGhoLn14xRYCG,Juice WRLD,0.625,205485.0,0.814,2Y0wPrPQBrGhoLn14xRYCG,0.0,0.0,0.158,-5.181,1.0,75.0,0.0657,1003226493,144.991,4.0,https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG,Come & Go,audio_features,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,0.535,2020,"310,793"
2050,0.244,https://api.spotify.com/v1/audio-analysis/2SAqBLGA283SUiwJ3xOUVI,Drake,0.761,261493.0,0.518,2SAqBLGA283SUiwJ3xOUVI,3.47e-05,0.0,0.107,-8.871,1.0,73.0,0.134,1000842113,133.976,4.0,https://api.spotify.com/v1/tracks/2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later,audio_features,spotify:track:2SAqBLGA283SUiwJ3xOUVI,0.522,2020,"220,328"
2051,0.0516,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,Disclosure,0.9,197573.0,0.4,6TqXcAFInzjp0bODyvrWEq,0.0,0.0,0.0599,-8.575,1.0,67.0,0.127,994177779,135.984,4.0,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,Talk,audio_features,spotify:track:6TqXcAFInzjp0bODyvrWEq,0.346,2020,"126,153"
2052,0.0326,https://api.spotify.com/v1/audio-analysis/69vlMrzHwATKzupwNcUPyK,Bad Bunny,0.744,206420.0,0.868,69vlMrzHwATKzupwNcUPyK,0.0,1.0,0.0822,-4.524,1.0,78.0,0.047,992091677,93.037,4.0,https://api.spotify.com/v1/tracks/69vlMrzHwATKzupwNcUPyK,La Santa,audio_features,spotify:track:69vlMrzHwATKzupwNcUPyK,0.586,2020,"414,913"
2053,0.0028,https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl,The Weeknd,0.667,237520.0,0.719,7szuecWAPwGoV1e5vGu8tl,7.92e-05,7.0,0.0736,-5.371,0.0,74.0,0.0346,984337209,100.019,4.0,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,In Your Eyes,audio_features,spotify:track:7szuecWAPwGoV1e5vGu8tl,0.718,2020,"242,728"
2054,0.345,https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ,Polo G,0.832,132833.0,0.534,1VLtjHwRWOVJiE5Py7JxoQ,0.0,1.0,0.165,-7.813,0.0,78.0,0.253,965017319,93.924,4.0,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,audio_features,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,0.116,2020,"439,481"
