Artist and Title,Daily Streams,Streams,acousticness,analysis_url,artist_name,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,song_name,speechiness,tempo,time_signature,track_href,type,uri,valence
"['Miley Cyrus', 'Flowers']","1,432,673","2,296,780,698",0.0584,https://api.spotify.com/v1/audio-analysis/7DSAEUvxU8FajXtRloy8M0,miley cyrus,0.706,200600.0,0.691,7DSAEUvxU8FajXtRloy8M0,6.99e-05,0.0,0.0232,-4.775,1.0,87.0,flowers,0.0633,118.048,4.0,https://api.spotify.com/v1/tracks/7DSAEUvxU8FajXtRloy8M0,audio_features,spotify:track:7DSAEUvxU8FajXtRloy8M0,0.632
"['Jung Kook', 'Seven']","2,033,717","2,052,755,214",0.312,https://api.spotify.com/v1/audio-analysis/2HRgqmZQC0MC7GeNuDIXHN,jung kook,0.79,183551.0,0.831,2HRgqmZQC0MC7GeNuDIXHN,0.0,11.0,0.0797,-4.185,1.0,84.0,seven,0.044,124.987,4.0,https://api.spotify.com/v1/tracks/2HRgqmZQC0MC7GeNuDIXHN,audio_features,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,0.872
"['OneRepublic', ""I Ain't Worried""]","890,910","1,809,590,984",0.103,https://api.spotify.com/v1/audio-analysis/0oF9jpn0n8afMpbHKgRd6J,onerepublic,0.713,148486.0,0.792,0oF9jpn0n8afMpbHKgRd6J,0.00052,0.0,0.0698,-5.957,1.0,78.0,i ain't worried,0.0467,139.976,4.0,https://api.spotify.com/v1/tracks/0oF9jpn0n8afMpbHKgRd6J,audio_features,spotify:track:0oF9jpn0n8afMpbHKgRd6J,0.81
"['Tate McRae', 'greedy']","1,510,400","1,526,910,997",0.261,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,tate mcrae,0.749,131872.0,0.729,3rUGC1vUpkDG9CZFHMur1t,0.0,6.0,0.113,-3.19,0.0,86.0,greedy,0.0321,111.004,1.0,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,audio_features,spotify:track:3rUGC1vUpkDG9CZFHMur1t,0.816
"['The Weeknd', 'One Of The Girls']","2,354,813","1,389,036,040",0.0393,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,the weeknd,0.264,244685.0,0.64,7CyPwkp0oE8Ro9Dd5CUDjW,2.31e-06,8.0,0.151,-6.221,1.0,89.0,one of the girls,0.0442,84.828,4.0,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,audio_features,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,0.19
"['David Kushner', 'Daylight']","1,015,141","1,320,423,332",0.83,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,david kushner,0.508,212954.0,0.43,1odExI7RdWc4BT515LTAwj,0.000441,2.0,0.093,-9.475,0.0,81.0,daylight,0.0335,130.09,4.0,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,audio_features,spotify:track:1odExI7RdWc4BT515LTAwj,0.324
"['Eslabon Armado', 'Ella Baila Sola']","535,078","1,317,634,048",0.483,https://api.spotify.com/v1/audio-analysis/3dnP0JxCgygwQH9Gm7q7nb,eslabon armado,0.668,165671.0,0.758,3dnP0JxCgygwQH9Gm7q7nb,1.89e-05,5.0,0.0837,-5.176,0.0,76.0,ella baila sola,0.0332,147.989,3.0,https://api.spotify.com/v1/tracks/3dnP0JxCgygwQH9Gm7q7nb,audio_features,spotify:track:3dnP0JxCgygwQH9Gm7q7nb,0.834
"['Mitski', 'My Love Mine All Mine']","1,936,385","1,316,115,742",0.868,https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3,mitski,0.504,137773.0,0.308,3vkCueOmm7xQDoJ17W1Pm3,0.135,9.0,0.158,-14.958,1.0,88.0,my love mine all mine,0.0321,113.95,4.0,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,audio_features,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,0.121
"['Jimin', 'Like Crazy']","341,804","1,307,472,842",0.0025,https://api.spotify.com/v1/audio-analysis/3Ua0m0YmEjrMi9XErKcNiR,jimin,0.629,212241.0,0.733,3Ua0m0YmEjrMi9XErKcNiR,0.0,7.0,0.357,-5.445,1.0,75.0,like crazy,0.0419,120.001,4.0,https://api.spotify.com/v1/tracks/3Ua0m0YmEjrMi9XErKcNiR,audio_features,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,0.362
"['Teddy Swims', 'Lose Control']","2,554,046","1,293,926,111",0.199,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,teddy swims,0.561,210689.0,0.604,17phhZDn6oGtzMe56NuWvj,1.9e-05,9.0,0.104,-4.409,1.0,89.0,lose control,0.0337,159.92,3.0,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,audio_features,spotify:track:17phhZDn6oGtzMe56NuWvj,0.242
"['Doja Cat', 'Paint The Town Red']","842,306","1,233,245,332",0.269,https://api.spotify.com/v1/audio-analysis/2IGMVunIBsBLtEQyoI1Mu7,doja cat,0.868,231750.0,0.538,2IGMVunIBsBLtEQyoI1Mu7,3.34e-06,5.0,0.0901,-8.603,1.0,78.0,paint the town red,0.174,99.968,4.0,https://api.spotify.com/v1/tracks/2IGMVunIBsBLtEQyoI1Mu7,audio_features,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,0.732
"['d4vd', 'Here With Me']","1,059,178","1,207,323,641",0.531,https://api.spotify.com/v1/audio-analysis/5LrN7yUQAzvthd4QujgPFr,d4vd,0.575,242485.0,0.45,5LrN7yUQAzvthd4QujgPFr,6.59e-05,4.0,0.124,-9.306,1.0,83.0,here with me,0.0259,132.039,4.0,https://api.spotify.com/v1/tracks/5LrN7yUQAzvthd4QujgPFr,audio_features,spotify:track:5LrN7yUQAzvthd4QujgPFr,0.263
"['Olivia Rodrigo', 'vampire']","930,391","1,182,153,806",0.154,https://api.spotify.com/v1/audio-analysis/1kuGVB7EU95pJObxwvfwKS,olivia rodrigo,0.484,219724.0,0.53,1kuGVB7EU95pJObxwvfwKS,0.0,5.0,0.263,-5.821,1.0,83.0,vampire,0.0538,136.848,4.0,https://api.spotify.com/v1/tracks/1kuGVB7EU95pJObxwvfwKS,audio_features,spotify:track:1kuGVB7EU95pJObxwvfwKS,0.323
"['Yng Lvcas', 'La Bebe']","438,844","1,168,223,019",0.213,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU,yng lvcas,0.812,234353.0,0.479,2UW7JaomAMuX9pZrjVpHAU,1.21e-06,2.0,0.0756,-5.678,0.0,79.0,la bebe,0.333,169.922,4.0,https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,audio_features,spotify:track:2UW7JaomAMuX9pZrjVpHAU,0.559
"['KAROL G', 'TQG']","642,209","1,163,256,940",0.619,https://api.spotify.com/v1/audio-analysis/0DWdj2oZMBFSzRsi2Cvfzf,karol g,0.587,197933.0,0.647,0DWdj2oZMBFSzRsi2Cvfzf,0.0,4.0,0.106,-3.385,0.0,81.0,tqg,0.327,90.123,4.0,https://api.spotify.com/v1/tracks/0DWdj2oZMBFSzRsi2Cvfzf,audio_features,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,0.686
"['Grupo Frontera', 'un x100to']","885,021","1,155,647,675",0.213,https://api.spotify.com/v1/audio-analysis/2yzshFeBIwH8tWIqHEFLeD,grupo frontera,0.571,194563.0,0.72,2yzshFeBIwH8tWIqHEFLeD,0.0,9.0,0.271,-4.089,1.0,79.0,un x100to,0.0458,83.827,4.0,https://api.spotify.com/v1/tracks/2yzshFeBIwH8tWIqHEFLeD,audio_features,spotify:track:2yzshFeBIwH8tWIqHEFLeD,0.542
"['Billie Eilish', 'What Was I Made For? [From The Motion Picture ""Barbie""]']","1,220,089","1,114,689,618",0.953,https://api.spotify.com/v1/audio-analysis/6wf7Yu7cxBSPrRlWeSeK0Q,billie eilish,0.391,222370.0,0.084,6wf7Yu7cxBSPrRlWeSeK0Q,0.0,0.0,0.0983,-17.843,1.0,85.0,"what was i made for? [from the motion picture ""barbie""]",0.0317,79.449,4.0,https://api.spotify.com/v1/tracks/6wf7Yu7cxBSPrRlWeSeK0Q,audio_features,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,0.111
"['Morgan Wallen', 'Last Night']","832,063","1,107,358,529",0.413,https://api.spotify.com/v1/audio-analysis/7K3BhSpAxZBznislvUMVtn,morgan wallen,0.492,163855.0,0.673,7K3BhSpAxZBznislvUMVtn,0.0,6.0,0.137,-5.431,1.0,80.0,last night,0.0347,203.812,4.0,https://api.spotify.com/v1/tracks/7K3BhSpAxZBznislvUMVtn,audio_features,spotify:track:7K3BhSpAxZBznislvUMVtn,0.488
"['KAROL G', 'QLONA']","1,016,771","1,100,441,047",0.52,https://api.spotify.com/v1/audio-analysis/5RqSsdzTNPX1uzkmlHCFvK,karol g,0.841,172798.0,0.738,5RqSsdzTNPX1uzkmlHCFvK,0.0,7.0,0.0892,-7.455,0.0,83.0,qlona,0.307,169.918,4.0,https://api.spotify.com/v1/tracks/5RqSsdzTNPX1uzkmlHCFvK,audio_features,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,0.484
"['Myke Towers', 'LALA']","805,839","1,081,975,021",0.0739,https://api.spotify.com/v1/audio-analysis/7ABLbnD53cQK00mhcaOUVG,myke towers,0.708,197920.0,0.737,7ABLbnD53cQK00mhcaOUVG,0.00162,1.0,0.0955,-4.045,1.0,82.0,lala,0.0436,91.986,4.0,https://api.spotify.com/v1/tracks/7ABLbnD53cQK00mhcaOUVG,audio_features,spotify:track:7ABLbnD53cQK00mhcaOUVG,0.607
"['Travis Scott', 'FE!N']","2,006,275","1,034,544,504",0.0316,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,travis scott,0.569,191701.0,0.882,42VsgItocQwOQC3XWZ8JNA,0.0,3.0,0.142,-2.777,0.0,89.0,fe!n,0.06,148.038,4.0,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,audio_features,spotify:track:42VsgItocQwOQC3XWZ8JNA,0.201
"['The Weeknd', 'Die For You']","640,059","1,026,112,433",0.111,https://api.spotify.com/v1/audio-analysis/2LBqCSwhJGcFQeTHMVGwy3,the weeknd,0.586,260253.0,0.525,2LBqCSwhJGcFQeTHMVGwy3,0.0,1.0,0.134,-7.163,0.0,84.0,die for you,0.0615,133.629,4.0,https://api.spotify.com/v1/tracks/2LBqCSwhJGcFQeTHMVGwy3,audio_features,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,0.508
"['Jung Kook', 'Standing Next to You']","1,578,907","1,025,586,850",0.0447,https://api.spotify.com/v1/audio-analysis/2KslE17cAJNHTsI2MI0jb2,jung kook,0.711,206020.0,0.809,2KslE17cAJNHTsI2MI0jb2,0.0,2.0,0.339,-4.389,0.0,89.0,standing next to you,0.0955,106.017,4.0,https://api.spotify.com/v1/tracks/2KslE17cAJNHTsI2MI0jb2,audio_features,spotify:track:2KslE17cAJNHTsI2MI0jb2,0.816
"['Feid', 'CLASSY 101']","627,962","1,023,502,109",0.126,https://api.spotify.com/v1/audio-analysis/1hZsWUnLbqRw09jLAMQSsb,feid,0.858,195587.0,0.665,1hZsWUnLbqRw09jLAMQSsb,0.0,11.0,0.119,-4.772,1.0,79.0,classy 101,0.152,100.09,4.0,https://api.spotify.com/v1/tracks/1hZsWUnLbqRw09jLAMQSsb,audio_features,spotify:track:1hZsWUnLbqRw09jLAMQSsb,0.659
"['Bizarrap', 'Shakira: Bzrp Music Sessions, Vol. 53']","304,483","1,009,395,311",0.281,https://api.spotify.com/v1/audio-analysis/4nrPB8O7Y7wsOCJdgXkthe,bizarrap,0.842,214945.0,0.745,4nrPB8O7Y7wsOCJdgXkthe,2.61e-05,2.0,0.118,-4.231,0.0,76.0,"shakira: bzrp music sessions, vol. 53",0.0399,122.06,4.0,https://api.spotify.com/v1/tracks/4nrPB8O7Y7wsOCJdgXkthe,audio_features,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,0.53
"['Dua Lipa', 'Dance The Night']","575,455","992,703,513",0.0207,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,dua lipa,0.671,176579.0,0.845,1vYXt7VSjH9JIM5oRRo7vA,0.0,11.0,0.329,-4.93,0.0,80.0,dance the night,0.048,110.056,4.0,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,audio_features,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,0.775
"['The Weeknd', 'Popular']","779,958","982,884,203",0.0517,https://api.spotify.com/v1/audio-analysis/6WzRpISELf3YglGAh7TXcG,the weeknd,0.854,215467.0,0.674,6WzRpISELf3YglGAh7TXcG,8.53e-05,1.0,0.509,-6.23,1.0,82.0,popular,0.184,99.022,4.0,https://api.spotify.com/v1/tracks/6WzRpISELf3YglGAh7TXcG,audio_features,spotify:track:6WzRpISELf3YglGAh7TXcG,0.848
"['Feid', 'LUNA']","1,631,335","971,976,461",0.131,https://api.spotify.com/v1/audio-analysis/7bywjHOc0wSjGGbj04XbVi,feid,0.774,196800.0,0.86,7bywjHOc0wSjGGbj04XbVi,0.0,7.0,0.116,-2.888,0.0,88.0,luna,0.13,100.019,4.0,https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi,audio_features,spotify:track:7bywjHOc0wSjGGbj04XbVi,0.446
"['Gunna', 'fukumean']","867,794","958,515,005",0.119,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,gunna,0.847,125040.0,0.622,4rXLjWdF2ZZpXCVTfWcshS,0.0,1.0,0.285,-6.747,0.0,82.0,fukumean,0.0903,130.001,4.0,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,audio_features,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,0.22
"['V', 'Love Me Again']","2,454,527","951,188,695",0.183,https://api.spotify.com/v1/audio-analysis/2N0SPREDYqILVEFSsWF5N5,v,0.633,182293.0,0.607,2N0SPREDYqILVEFSsWF5N5,1.38e-06,0.0,0.167,-6.182,0.0,86.0,love me again,0.0532,74.029,4.0,https://api.spotify.com/v1/tracks/2N0SPREDYqILVEFSsWF5N5,audio_features,spotify:track:2N0SPREDYqILVEFSsWF5N5,0.363
"['FIFTY FIFTY', 'Cupid']","358,962","928,190,110",0.321,https://api.spotify.com/v1/audio-analysis/4gXHG9domIKO6FIViDISA4,fifty fifty,0.775,174116.0,0.646,4gXHG9domIKO6FIViDISA4,0.000157,11.0,0.255,-5.72,0.0,75.0,cupid,0.0314,120.001,4.0,https://api.spotify.com/v1/tracks/4gXHG9domIKO6FIViDISA4,audio_features,spotify:track:4gXHG9domIKO6FIViDISA4,0.724
"['PinkPantheress', ""Boy's a liar Pt. 2""]","533,245","908,356,023",0.252,https://api.spotify.com/v1/audio-analysis/6AQbmUe0Qwf5PZnt4HmTXv,pinkpantheress,0.696,131013.0,0.809,6AQbmUe0Qwf5PZnt4HmTXv,0.000128,5.0,0.248,-8.254,1.0,72.0,boy's a liar pt. 2,0.05,132.962,4.0,https://api.spotify.com/v1/tracks/6AQbmUe0Qwf5PZnt4HmTXv,audio_features,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,0.857
"['Bad Bunny', 'PERRO NEGRO']","960,620","900,191,418",0.0887,https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh,bad bunny,0.911,162768.0,0.778,7iQXYTyuG13aoeHxGG28Nh,2.16e-05,5.0,0.179,-2.248,1.0,84.0,perro negro,0.262,96.057,4.0,https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh,audio_features,spotify:track:7iQXYTyuG13aoeHxGG28Nh,0.345
"['Kenya Grace', 'Strangers']","675,690","895,936,195",0.701,https://api.spotify.com/v1/audio-analysis/5mjYQaktjmjcMKcUIcqz4s,kenya grace,0.628,172965.0,0.523,5mjYQaktjmjcMKcUIcqz4s,0.00274,11.0,0.219,-8.307,0.0,77.0,strangers,0.0946,169.982,4.0,https://api.spotify.com/v1/tracks/5mjYQaktjmjcMKcUIcqz4s,audio_features,spotify:track:5mjYQaktjmjcMKcUIcqz4s,0.416
"['Zach Bryan', 'I Remember Everything']","1,159,607","883,227,376",0.554,https://api.spotify.com/v1/audio-analysis/4KULAymBBJcPRpk1yO4dOG,zach bryan,0.429,227196.0,0.453,4KULAymBBJcPRpk1yO4dOG,2e-06,0.0,0.102,-7.746,1.0,86.0,i remember everything,0.0459,77.639,4.0,https://api.spotify.com/v1/tracks/4KULAymBBJcPRpk1yO4dOG,audio_features,spotify:track:4KULAymBBJcPRpk1yO4dOG,0.155
"['Tyla', 'Water']","1,148,282","880,973,886",0.0856,https://api.spotify.com/v1/audio-analysis/5aIVCx5tnk0ntmdiinnYvw,tyla,0.673,200256.0,0.722,5aIVCx5tnk0ntmdiinnYvw,0.0,3.0,0.137,-3.495,0.0,84.0,water,0.0755,117.187,4.0,https://api.spotify.com/v1/tracks/5aIVCx5tnk0ntmdiinnYvw,audio_features,spotify:track:5aIVCx5tnk0ntmdiinnYvw,0.519
"['Quevedo', 'Columbia']","657,834","861,652,298",0.369,https://api.spotify.com/v1/audio-analysis/6XbtvPmIpyCbjuT0e8cQtp,quevedo,0.668,186000.0,0.712,6XbtvPmIpyCbjuT0e8cQtp,2.13e-05,5.0,0.108,-5.927,1.0,81.0,columbia,0.0381,100.02,4.0,https://api.spotify.com/v1/tracks/6XbtvPmIpyCbjuT0e8cQtp,audio_features,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,0.264
"['KAROL G', 'AMARGURA']","892,241","851,295,168",0.163,https://api.spotify.com/v1/audio-analysis/505v13epFXodT9fVAJ6h8k,karol g,0.912,170480.0,0.7,505v13epFXodT9fVAJ6h8k,0.0,6.0,0.174,-3.331,0.0,84.0,amargura,0.068,106.981,4.0,https://api.spotify.com/v1/tracks/505v13epFXodT9fVAJ6h8k,audio_features,spotify:track:505v13epFXodT9fVAJ6h8k,0.535
"['Calle 24', 'Que Onda']","1,335,186","829,860,684",0.183,https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO,calle 24,0.808,191467.0,0.944,6uIIdjYTxxpWOyWuVXrKQO,1.11e-06,10.0,0.138,-4.863,0.0,83.0,que onda,0.0408,124.934,3.0,https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO,audio_features,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,0.937
"['Kali Uchis', 'Moonlight']","748,499","828,243,361",0.518,https://api.spotify.com/v1/audio-analysis/0JmnkIqdlnUzPaf8sqBRs3,kali uchis,0.642,187723.0,0.706,0JmnkIqdlnUzPaf8sqBRs3,0.0,7.0,0.243,-6.832,0.0,78.0,moonlight,0.0507,136.854,4.0,https://api.spotify.com/v1/tracks/0JmnkIqdlnUzPaf8sqBRs3,audio_features,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,0.86
"['Dave', 'Sprinter']","478,011","801,432,768",0.263,https://api.spotify.com/v1/audio-analysis/2FDTHlrBguDzQkp7PVj16Q,dave,0.918,229133.0,0.681,2FDTHlrBguDzQkp7PVj16Q,0.0,1.0,0.0615,-4.705,1.0,79.0,sprinter,0.201,139.057,4.0,https://api.spotify.com/v1/tracks/2FDTHlrBguDzQkp7PVj16Q,audio_features,spotify:track:2FDTHlrBguDzQkp7PVj16Q,0.706
"['Jack Harlow', 'Lovin On Me']","677,848","799,673,493",0.0026,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,jack harlow,0.943,138411.0,0.558,4xhsWYTOGcal8zt0J161CU,2.19e-06,2.0,0.0937,-4.911,1.0,81.0,lovin on me,0.0568,104.983,4.0,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,audio_features,spotify:track:4xhsWYTOGcal8zt0J161CU,0.606
"['Xavi', 'La Diabla']","545,808","799,562,598",0.255,https://api.spotify.com/v1/audio-analysis/0R6NfOiLzLj4O5VbYSJAjf,xavi,0.751,172264.0,0.819,0R6NfOiLzLj4O5VbYSJAjf,0.0,11.0,0.236,-4.372,0.0,77.0,la diabla,0.0409,131.842,3.0,https://api.spotify.com/v1/tracks/0R6NfOiLzLj4O5VbYSJAjf,audio_features,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,0.697
"['Peso Pluma', 'LADY GAGA']","496,968","784,462,442",0.216,https://api.spotify.com/v1/audio-analysis/7mXuWTczZNxG5EDcjFEuJR,peso pluma,0.646,212878.0,0.736,7mXuWTczZNxG5EDcjFEuJR,0.0,5.0,0.415,-7.118,0.0,79.0,lady gaga,0.0449,140.098,3.0,https://api.spotify.com/v1/tracks/7mXuWTczZNxG5EDcjFEuJR,audio_features,spotify:track:7mXuWTczZNxG5EDcjFEuJR,0.873
"['Bad Bunny', 'WHERE SHE GOES']","287,945","782,641,934",0.143,https://api.spotify.com/v1/audio-analysis/7ro0hRteUMfnOioTFI5TG1,bad bunny,0.652,231704.0,0.8,7ro0hRteUMfnOioTFI5TG1,0.629,9.0,0.112,-4.019,0.0,74.0,where she goes,0.0614,143.978,4.0,https://api.spotify.com/v1/tracks/7ro0hRteUMfnOioTFI5TG1,audio_features,spotify:track:7ro0hRteUMfnOioTFI5TG1,0.234
"['Maluma', 'Según Quién']","984,488","769,122,337",0.434,https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU,maluma,0.909,142335.0,0.762,4bw8mcDUSRWfQo63ZTYRnU,0.0,9.0,0.0856,-3.974,1.0,83.0,según quién,0.0643,101.987,3.0,https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU,audio_features,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,0.843
"['cassö', 'Prada']","761,277","768,250,595",0.001,https://api.spotify.com/v1/audio-analysis/59NraMJsLaMCVtwXTSia8i,cassö,0.638,132359.0,0.717,59NraMJsLaMCVtwXTSia8i,1.79e-06,8.0,0.113,-5.804,1.0,83.0,prada,0.0375,141.904,4.0,https://api.spotify.com/v1/tracks/59NraMJsLaMCVtwXTSia8i,audio_features,spotify:track:59NraMJsLaMCVtwXTSia8i,0.422
"['Carin Leon', 'Primera Cita']","739,856","766,410,741",0.604,https://api.spotify.com/v1/audio-analysis/3fJHbMUnzceimOnNjp63fF,carin leon,0.536,186456.0,0.396,3fJHbMUnzceimOnNjp63fF,6.97e-05,10.0,0.0969,-7.804,1.0,82.0,primera cita,0.0687,157.846,3.0,https://api.spotify.com/v1/tracks/3fJHbMUnzceimOnNjp63fF,audio_features,spotify:track:3fJHbMUnzceimOnNjp63fF,0.491
"['Junior H', 'El Azul']","436,045","765,624,530",0.232,https://api.spotify.com/v1/audio-analysis/1haJsMtoBhHfvuM7XWuT3W,junior h,0.561,187226.0,0.643,1haJsMtoBhHfvuM7XWuT3W,8.45e-06,0.0,0.0986,-7.118,1.0,78.0,el azul,0.054,143.907,3.0,https://api.spotify.com/v1/tracks/1haJsMtoBhHfvuM7XWuT3W,audio_features,spotify:track:1haJsMtoBhHfvuM7XWuT3W,0.842
"['NewJeans', 'OMG']","366,803","749,207,539",0.357,https://api.spotify.com/v1/audio-analysis/65FftemJ1DbbZ45DUfHJXE,newjeans,0.804,212253.0,0.771,65FftemJ1DbbZ45DUfHJXE,3.07e-06,9.0,0.108,-4.067,0.0,77.0,omg,0.0433,126.956,4.0,https://api.spotify.com/v1/tracks/65FftemJ1DbbZ45DUfHJXE,audio_features,spotify:track:65FftemJ1DbbZ45DUfHJXE,0.739
"['Jung Kook', '3D']","1,413,156","720,529,562",0.0322,https://api.spotify.com/v1/audio-analysis/01qFKNWq73UfEslI0GvumE,jung kook,0.853,201812.0,0.824,01qFKNWq73UfEslI0GvumE,0.0,1.0,0.0859,-3.287,1.0,79.0,3d,0.103,108.044,4.0,https://api.spotify.com/v1/tracks/01qFKNWq73UfEslI0GvumE,audio_features,spotify:track:01qFKNWq73UfEslI0GvumE,0.888
"['Peso Pluma', 'PRC']","251,105","718,256,637",0.0965,https://api.spotify.com/v1/audio-analysis/2mpoNBkngUEwnaKoBhZ0vl,peso pluma,0.784,184066.0,0.826,2mpoNBkngUEwnaKoBhZ0vl,7.09e-05,7.0,0.123,-6.34,0.0,71.0,prc,0.0538,138.078,3.0,https://api.spotify.com/v1/tracks/2mpoNBkngUEwnaKoBhZ0vl,audio_features,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,0.893
"['ROSALÍA', 'BESO']","358,501","711,793,384",0.736,https://api.spotify.com/v1/audio-analysis/609E1JCInJncactoMmkDon,rosalía,0.768,194543.0,0.644,609E1JCInJncactoMmkDon,0.000837,5.0,0.173,-6.671,0.0,76.0,beso,0.136,95.05,4.0,https://api.spotify.com/v1/tracks/609E1JCInJncactoMmkDon,audio_features,spotify:track:609E1JCInJncactoMmkDon,0.53
"['Olly Alexander (Years & Years)', 'King']","351,271","694,153,422",0.0594,https://api.spotify.com/v1/audio-analysis/5Z3zRrMIJk7CVpfcLsM9wD,olly alexander (years & years),0.56,215360.0,0.857,5Z3zRrMIJk7CVpfcLsM9wD,0.0,4.0,0.381,-4.145,0.0,64.0,king,0.0384,119.975,4.0,https://api.spotify.com/v1/tracks/5Z3zRrMIJk7CVpfcLsM9wD,audio_features,spotify:track:5Z3zRrMIJk7CVpfcLsM9wD,0.432
"['Travis Scott', 'I KNOW ?']","616,987","678,910,056",0.0186,https://api.spotify.com/v1/audio-analysis/6wsqVwoiVH2kde4k4KKAFU,travis scott,0.927,211582.0,0.619,6wsqVwoiVH2kde4k4KKAFU,0.0,5.0,0.104,-4.441,0.0,82.0,i know ?,0.0539,117.995,4.0,https://api.spotify.com/v1/tracks/6wsqVwoiVH2kde4k4KKAFU,audio_features,spotify:track:6wsqVwoiVH2kde4k4KKAFU,0.817
"['Marshmello', 'El Merengue']","683,854","678,352,312",0.0895,https://api.spotify.com/v1/audio-analysis/5KbBVSj6AJZ5662fO8EYFh,marshmello,0.777,189669.0,0.774,5KbBVSj6AJZ5662fO8EYFh,0.000401,8.0,0.0909,-3.079,0.0,80.0,el merengue,0.0553,123.982,4.0,https://api.spotify.com/v1/tracks/5KbBVSj6AJZ5662fO8EYFh,audio_features,spotify:track:5KbBVSj6AJZ5662fO8EYFh,0.661
"['Lana Del Rey', 'Say Yes To Heaven']","879,043","676,500,136",0.678,https://api.spotify.com/v1/audio-analysis/6GGtHZgBycCgGBUhZo81xe,lana del rey,0.485,209156.0,0.348,6GGtHZgBycCgGBUhZo81xe,0.167,6.0,0.118,-11.576,0.0,83.0,say yes to heaven,0.0257,99.898,4.0,https://api.spotify.com/v1/tracks/6GGtHZgBycCgGBUhZo81xe,audio_features,spotify:track:6GGtHZgBycCgGBUhZo81xe,0.145
"['Oliver Tree', 'Miss You']","202,419","675,905,282",0.0128,https://api.spotify.com/v1/audio-analysis/1ypwNj8eK2qAMDEs4EiIIX,oliver tree,0.587,206000.0,0.742,1ypwNj8eK2qAMDEs4EiIIX,0.00107,6.0,0.146,-6.64,0.0,73.0,miss you,0.0529,145.007,4.0,https://api.spotify.com/v1/tracks/1ypwNj8eK2qAMDEs4EiIIX,audio_features,spotify:track:1ypwNj8eK2qAMDEs4EiIIX,0.199
