Artist and Title,Daily Streams,Streams,acousticness,analysis_url,artist_name,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,song_name,speechiness,tempo,time_signature,track_href,type,uri,valence
"['Chance Peña', 'i am not who i was']","667,437","312,321,036",0.698,https://api.spotify.com/v1/audio-analysis/70eyG7pqKozUvKPKXLXmpI,chance peña,0.702,145438.0,0.22,70eyG7pqKozUvKPKXLXmpI,0.0,0.0,0.0891,-13.696,1.0,78.0,i am not who i was,0.0403,129.9,4.0,https://api.spotify.com/v1/tracks/70eyG7pqKozUvKPKXLXmpI,audio_features,spotify:track:70eyG7pqKozUvKPKXLXmpI,0.197
"['Darell', 'Lollipop']","153,133","309,207,053",0.179,https://api.spotify.com/v1/audio-analysis/3cDyocF0Ibdfs1SFQk5cLZ,darell,0.822,199947.0,0.711,3cDyocF0Ibdfs1SFQk5cLZ,1.46e-05,6.0,0.083,-4.943,1.0,71.0,lollipop,0.0668,102.984,4.0,https://api.spotify.com/v1/tracks/3cDyocF0Ibdfs1SFQk5cLZ,audio_features,spotify:track:3cDyocF0Ibdfs1SFQk5cLZ,0.934
"['Labrinth', 'Never Felt So Alone']","208,666","308,563,350",0.499,https://api.spotify.com/v1/audio-analysis/6unndO70DvZfnXYcYQMyQJ,labrinth,0.436,160166.0,0.409,6unndO70DvZfnXYcYQMyQJ,0.000166,5.0,0.38,-4.438,1.0,69.0,never felt so alone,0.0533,98.357,3.0,https://api.spotify.com/v1/tracks/6unndO70DvZfnXYcYQMyQJ,audio_features,spotify:track:6unndO70DvZfnXYcYQMyQJ,0.363
"['IVE', 'I AM']","202,497","308,280,190",0.0115,https://api.spotify.com/v1/audio-analysis/70t7Q6AYG6ZgTYmJWcnkUM,ive,0.683,183853.0,0.875,70t7Q6AYG6ZgTYmJWcnkUM,0.0,4.0,0.084,-4.866,0.0,72.0,i am,0.0549,122.002,4.0,https://api.spotify.com/v1/tracks/70t7Q6AYG6ZgTYmJWcnkUM,audio_features,spotify:track:70t7Q6AYG6ZgTYmJWcnkUM,0.384
"['SUICIDAL-IDOL', 'ecstacy (slowed)']","349,545","305,535,695",0.0173,https://api.spotify.com/v1/audio-analysis/1JgknGBbrfmEHeOZH051SS,suicidal-idol,0.551,119120.0,0.677,1JgknGBbrfmEHeOZH051SS,0.0,2.0,0.381,-7.311,1.0,76.0,ecstacy (slowed),0.0665,106.414,4.0,https://api.spotify.com/v1/tracks/1JgknGBbrfmEHeOZH051SS,audio_features,spotify:track:1JgknGBbrfmEHeOZH051SS,0.195
"['Rauw Alejandro', 'BABY HELLO']","162,096","305,246,537",0.164,https://api.spotify.com/v1/audio-analysis/21N77gfWYoQDvrLvaeiQgi,rauw alejandro,0.773,222462.0,0.893,21N77gfWYoQDvrLvaeiQgi,3.01e-06,1.0,0.429,-3.733,0.0,66.0,baby hello,0.0483,130.013,4.0,https://api.spotify.com/v1/tracks/21N77gfWYoQDvrLvaeiQgi,audio_features,spotify:track:21N77gfWYoQDvrLvaeiQgi,0.842
"['NewJeans', 'ETA']","434,724","303,673,019",0.108,https://api.spotify.com/v1/audio-analysis/56v8WEnGzLByGsDAXDiv4d,newjeans,0.812,151373.0,0.749,56v8WEnGzLByGsDAXDiv4d,0.0,10.0,0.0599,-6.389,0.0,78.0,eta,0.0397,134.971,4.0,https://api.spotify.com/v1/tracks/56v8WEnGzLByGsDAXDiv4d,audio_features,spotify:track:56v8WEnGzLByGsDAXDiv4d,0.841
"['Guilherme & Benuto', 'Duas Três']","155,131","303,577,387",0.574,https://api.spotify.com/v1/audio-analysis/0redQHBfejmPUhonR5ppGC,guilherme & benuto,0.656,156942.0,0.842,0redQHBfejmPUhonR5ppGC,0.0,5.0,0.689,-3.746,0.0,68.0,duas três,0.201,159.918,4.0,https://api.spotify.com/v1/tracks/0redQHBfejmPUhonR5ppGC,audio_features,spotify:track:0redQHBfejmPUhonR5ppGC,0.721
"['Eden Muñoz', 'Abcdario']","253,827","303,029,222",0.783,https://api.spotify.com/v1/audio-analysis/0qCPD6ilr9nXkI4KVZgcns,eden muñoz,0.703,220650.0,0.429,0qCPD6ilr9nXkI4KVZgcns,1.48e-06,8.0,0.113,-9.076,1.0,73.0,abcdario,0.0308,129.034,4.0,https://api.spotify.com/v1/tracks/0qCPD6ilr9nXkI4KVZgcns,audio_features,spotify:track:0qCPD6ilr9nXkI4KVZgcns,0.416
"['V', 'Rainy Days']","270,501","301,240,410",0.739,https://api.spotify.com/v1/audio-analysis/5ydjxBSUIDn26MFzU3asP4,v,0.633,179560.0,0.454,5ydjxBSUIDn26MFzU3asP4,0.0,9.0,0.148,-8.016,0.0,73.0,rainy days,0.0875,74.828,4.0,https://api.spotify.com/v1/tracks/5ydjxBSUIDn26MFzU3asP4,audio_features,spotify:track:5ydjxBSUIDn26MFzU3asP4,0.282
"['Luke Combs', 'Where the Wild Things Are']","386,444","300,351,783",0.0189,https://api.spotify.com/v1/audio-analysis/0eBFgRxyVSeuT4iyrbukdn,luke combs,0.708,239533.0,0.731,0eBFgRxyVSeuT4iyrbukdn,4.47e-06,3.0,0.129,-4.872,1.0,78.0,where the wild things are,0.0345,116.975,4.0,https://api.spotify.com/v1/tracks/0eBFgRxyVSeuT4iyrbukdn,audio_features,spotify:track:0eBFgRxyVSeuT4iyrbukdn,0.379
"['Zé Neto & Cristiano', 'Oi Balde']","186,820","300,128,504",0.601,https://api.spotify.com/v1/audio-analysis/4xAGuRRKOgoaZbMGdmTD3N,zé neto & cristiano,0.67,159158.0,0.668,4xAGuRRKOgoaZbMGdmTD3N,0.0,2.0,0.803,-6.411,1.0,66.0,oi balde,0.0459,107.995,4.0,https://api.spotify.com/v1/tracks/4xAGuRRKOgoaZbMGdmTD3N,audio_features,spotify:track:4xAGuRRKOgoaZbMGdmTD3N,0.552
"['Måneskin', 'GOSSIP']","298,732","299,439,710",0.00176,https://api.spotify.com/v1/audio-analysis/44Xyja7xYPlVC6v2CeweSi,måneskin,0.704,168280.0,0.819,44Xyja7xYPlVC6v2CeweSi,0.0,9.0,0.094,-2.974,1.0,73.0,gossip,0.0626,139.921,4.0,https://api.spotify.com/v1/tracks/44Xyja7xYPlVC6v2CeweSi,audio_features,spotify:track:44Xyja7xYPlVC6v2CeweSi,0.914
"['aespa', 'Drama']","476,374","299,340,408",0.164,https://api.spotify.com/v1/audio-analysis/5XWlyfo0kZ8LF7VSyfS4Ew,aespa,0.644,214973.0,0.872,5XWlyfo0kZ8LF7VSyfS4Ew,0.0,6.0,0.363,-1.54,0.0,78.0,drama,0.0417,131.016,4.0,https://api.spotify.com/v1/tracks/5XWlyfo0kZ8LF7VSyfS4Ew,audio_features,spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,0.378
"['Natanael Cano', 'O Me Voy O Te Vas']","322,598","299,105,806",0.076,https://api.spotify.com/v1/audio-analysis/127UT7AiWflJwjXWUBBVTQ,natanael cano,0.684,242133.0,0.509,127UT7AiWflJwjXWUBBVTQ,0.0,8.0,0.0533,-10.702,1.0,76.0,o me voy o te vas,0.0397,99.24,4.0,https://api.spotify.com/v1/tracks/127UT7AiWflJwjXWUBBVTQ,audio_features,spotify:track:127UT7AiWflJwjXWUBBVTQ,0.796
"['Peso Pluma', 'RUBICON']","300,079","299,073,641",0.136,https://api.spotify.com/v1/audio-analysis/0xGZjxYqcNQ8WqxyeZ4eSN,peso pluma,0.758,238447.0,0.816,0xGZjxYqcNQ8WqxyeZ4eSN,3.64e-06,5.0,0.326,-7.284,1.0,75.0,rubicon,0.0406,139.959,3.0,https://api.spotify.com/v1/tracks/0xGZjxYqcNQ8WqxyeZ4eSN,audio_features,spotify:track:0xGZjxYqcNQ8WqxyeZ4eSN,0.915
"['Israel & Rodolffo', 'Seu Brilho Sumiu']","130,196","298,963,398",0.309,https://api.spotify.com/v1/audio-analysis/3PH1nUysW7ybo3Yu8sqlPN,israel & rodolffo,0.625,168840.0,0.916,3PH1nUysW7ybo3Yu8sqlPN,0.0,6.0,0.906,-3.704,1.0,65.0,seu brilho sumiu,0.0461,153.664,4.0,https://api.spotify.com/v1/tracks/3PH1nUysW7ybo3Yu8sqlPN,audio_features,spotify:track:3PH1nUysW7ybo3Yu8sqlPN,0.746
"['Arijit Singh', 'Satranga (From ""ANIMAL"")']","486,252","297,890,867",0.735,https://api.spotify.com/v1/audio-analysis/2GCMipUD0FnJRPF5ErhBEk,arijit singh,0.273,271169.0,0.405,2GCMipUD0FnJRPF5ErhBEk,0.0,0.0,0.189,-5.81,1.0,28.0,"satranga (from ""animal"")",0.0298,89.48,3.0,https://api.spotify.com/v1/tracks/2GCMipUD0FnJRPF5ErhBEk,audio_features,spotify:track:2GCMipUD0FnJRPF5ErhBEk,0.534
"['Don Toliver', 'Private Landing']","286,031","297,093,724",0.111,https://api.spotify.com/v1/audio-analysis/52NGJPcLUzQq5w7uv4e5gf,don toliver,0.858,238253.0,0.641,52NGJPcLUzQq5w7uv4e5gf,2.12e-05,1.0,0.109,-4.31,0.0,74.0,private landing,0.0954,136.991,4.0,https://api.spotify.com/v1/tracks/52NGJPcLUzQq5w7uv4e5gf,audio_features,spotify:track:52NGJPcLUzQq5w7uv4e5gf,0.445
"['Metro Boomin', 'Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)']","232,459","296,010,339",0.0468,https://api.spotify.com/v1/audio-analysis/6Ec5LeRzkisa5KJtwLfOoW,metro boomin,0.6,256027.0,0.537,6Ec5LeRzkisa5KJtwLfOoW,0.0038,9.0,0.206,-7.777,0.0,73.0,"am i dreaming (metro boomin & a$ap rocky, roisee)",0.0362,90.061,4.0,https://api.spotify.com/v1/tracks/6Ec5LeRzkisa5KJtwLfOoW,audio_features,spotify:track:6Ec5LeRzkisa5KJtwLfOoW,0.126
"['Henrique & Juliano', 'Traumatizei']","277,483","295,241,345",0.13,https://api.spotify.com/v1/audio-analysis/7r8yMaSOy4XmuhRz7iv1gi,henrique & juliano,0.483,172005.0,0.91,7r8yMaSOy4XmuhRz7iv1gi,0.0,11.0,0.395,-3.474,1.0,70.0,traumatizei,0.0845,166.057,4.0,https://api.spotify.com/v1/tracks/7r8yMaSOy4XmuhRz7iv1gi,audio_features,spotify:track:7r8yMaSOy4XmuhRz7iv1gi,0.576
"['Junior H', 'El Tsurito']","149,665","294,296,811",0.256,https://api.spotify.com/v1/audio-analysis/1piak4R3yW4otWWyaSqyCH,junior h,0.662,194519.0,0.801,1piak4R3yW4otWWyaSqyCH,0.0,8.0,0.126,-6.397,0.0,71.0,el tsurito,0.0859,114.922,3.0,https://api.spotify.com/v1/tracks/1piak4R3yW4otWWyaSqyCH,audio_features,spotify:track:1piak4R3yW4otWWyaSqyCH,0.827
"['Zé Neto & Cristiano', 'Barulho Do Foguete']","289,828","294,098,221",0.172,https://api.spotify.com/v1/audio-analysis/42JNab8NPeCADJ9D3Cl5wS,zé neto & cristiano,0.646,133547.0,0.871,42JNab8NPeCADJ9D3Cl5wS,0.0,4.0,0.765,-6.195,1.0,72.0,barulho do foguete,0.219,79.994,4.0,https://api.spotify.com/v1/tracks/42JNab8NPeCADJ9D3Cl5wS,audio_features,spotify:track:42JNab8NPeCADJ9D3Cl5wS,0.624
"['Maria Becerra', 'CORAZÓN VACÍO']","262,223","293,239,953",0.334,https://api.spotify.com/v1/audio-analysis/3oNnzH6hmqIGIhJ1NcHlrh,maria becerra,0.681,160536.0,0.792,3oNnzH6hmqIGIhJ1NcHlrh,2.05e-06,1.0,0.295,-4.795,1.0,74.0,corazón vacío,0.0587,98.09,4.0,https://api.spotify.com/v1/tracks/3oNnzH6hmqIGIhJ1NcHlrh,audio_features,spotify:track:3oNnzH6hmqIGIhJ1NcHlrh,0.4
"['Troye Sivan', 'One Of Your Girls']","335,395","292,376,116",0.101,https://api.spotify.com/v1/audio-analysis/5Eh1nj7IjV9lwpcKAkidyY,troye sivan,0.635,181482.0,0.648,5Eh1nj7IjV9lwpcKAkidyY,0.00426,11.0,0.198,-7.78,0.0,76.0,one of your girls,0.0548,93.0,4.0,https://api.spotify.com/v1/tracks/5Eh1nj7IjV9lwpcKAkidyY,audio_features,spotify:track:5Eh1nj7IjV9lwpcKAkidyY,0.8
"['Olivia Rodrigo', 'all-american bitch']","287,017","291,802,012",0.218,https://api.spotify.com/v1/audio-analysis/34sOdxWu9FljH84UXdRwu1,olivia rodrigo,0.421,165834.0,0.695,34sOdxWu9FljH84UXdRwu1,2.97e-06,6.0,0.155,-4.346,1.0,74.0,all-american bitch,0.0428,156.344,4.0,https://api.spotify.com/v1/tracks/34sOdxWu9FljH84UXdRwu1,audio_features,spotify:track:34sOdxWu9FljH84UXdRwu1,0.45
"['Veigh', 'Novo Balanço']","162,400","291,491,508",0.669,https://api.spotify.com/v1/audio-analysis/4hKLzFvNwHF6dPosGT30ed,veigh,0.836,140323.0,0.499,4hKLzFvNwHF6dPosGT30ed,0.0,3.0,0.134,-5.82,0.0,70.0,novo balanço,0.0563,124.05,4.0,https://api.spotify.com/v1/tracks/4hKLzFvNwHF6dPosGT30ed,audio_features,spotify:track:4hKLzFvNwHF6dPosGT30ed,0.65
"['KAROL G', 'OKI DOKI']","209,724","291,451,471",0.202,https://api.spotify.com/v1/audio-analysis/4gJfPoMIcSDGY0tMGxm6Fu,karol g,0.843,143790.0,0.728,4gJfPoMIcSDGY0tMGxm6Fu,0.000219,2.0,0.313,-4.207,0.0,72.0,oki doki,0.0552,106.015,4.0,https://api.spotify.com/v1/tracks/4gJfPoMIcSDGY0tMGxm6Fu,audio_features,spotify:track:4gJfPoMIcSDGY0tMGxm6Fu,0.581
"['Lewis Capaldi', 'Wish You The Best']","249,324","290,687,978",0.547,https://api.spotify.com/v1/audio-analysis/3gdPwk2wyOXNRnTA1KXnEr,lewis capaldi,0.675,210880.0,0.48,3gdPwk2wyOXNRnTA1KXnEr,0.0,3.0,0.0943,-3.658,1.0,74.0,wish you the best,0.0316,107.86,4.0,https://api.spotify.com/v1/tracks/3gdPwk2wyOXNRnTA1KXnEr,audio_features,spotify:track:3gdPwk2wyOXNRnTA1KXnEr,0.491
"['Rels B', 'lo que hay x aquí']","326,426","289,940,011",0.649,https://api.spotify.com/v1/audio-analysis/5IlLm20JXhKbMtsH20NblC,rels b,0.776,155031.0,0.53,5IlLm20JXhKbMtsH20NblC,0.0,6.0,0.35,-7.486,1.0,76.0,lo que hay x aquí,0.219,80.532,4.0,https://api.spotify.com/v1/tracks/5IlLm20JXhKbMtsH20NblC,audio_features,spotify:track:5IlLm20JXhKbMtsH20NblC,0.695
"['Julión Álvarez y su Norteño Banda', 'Lo Tienes Todo']","759,701","289,175,570",0.204,https://api.spotify.com/v1/audio-analysis/29vIEdxgMT9H1fnBMecWjA,julión álvarez y su norteño banda,0.702,164387.0,0.836,29vIEdxgMT9H1fnBMecWjA,0.0,8.0,0.0698,-3.599,1.0,80.0,lo tienes todo,0.0658,117.897,4.0,https://api.spotify.com/v1/tracks/29vIEdxgMT9H1fnBMecWjA,audio_features,spotify:track:29vIEdxgMT9H1fnBMecWjA,0.63
"['P!nk', 'TRUSTFALL']","136,358","288,303,391",0.00162,https://api.spotify.com/v1/audio-analysis/1gUwi1o1S9W9P0FQgJdY8s,p!nk,0.636,237200.0,0.888,1gUwi1o1S9W9P0FQgJdY8s,0.000216,8.0,0.147,-3.889,1.0,66.0,trustfall,0.0945,122.032,4.0,https://api.spotify.com/v1/tracks/1gUwi1o1S9W9P0FQgJdY8s,audio_features,spotify:track:1gUwi1o1S9W9P0FQgJdY8s,0.25
"['Grupo Frontera', 'OJITOS ROJOS']","379,581","286,901,513",0.251,https://api.spotify.com/v1/audio-analysis/11PV8CaPqlto9Uejx92C35,grupo frontera,0.721,221601.0,0.782,11PV8CaPqlto9Uejx92C35,0.0,11.0,0.107,-3.51,1.0,75.0,ojitos rojos,0.045,90.001,4.0,https://api.spotify.com/v1/tracks/11PV8CaPqlto9Uejx92C35,audio_features,spotify:track:11PV8CaPqlto9Uejx92C35,0.77
"['Bad Bunny', 'UN PREVIEW']","132,669","286,391,916",0.0368,https://api.spotify.com/v1/audio-analysis/5ixdmTpCmH5diBA1j154wN,bad bunny,0.795,165582.0,0.815,5ixdmTpCmH5diBA1j154wN,3.82e-05,1.0,0.227,-3.322,1.0,66.0,un preview,0.0821,94.991,4.0,https://api.spotify.com/v1/tracks/5ixdmTpCmH5diBA1j154wN,audio_features,spotify:track:5ixdmTpCmH5diBA1j154wN,0.334
"['Oscar Maydon', 'Elvira']","468,199","284,788,070",0.0812,https://api.spotify.com/v1/audio-analysis/1xgWArLVFD1AKsLzftZYc2,oscar maydon,0.76,196832.0,0.711,1xgWArLVFD1AKsLzftZYc2,0.0,1.0,0.0921,-6.966,1.0,78.0,elvira,0.0646,128.134,3.0,https://api.spotify.com/v1/tracks/1xgWArLVFD1AKsLzftZYc2,audio_features,spotify:track:1xgWArLVFD1AKsLzftZYc2,0.798
"['Gabito Ballesteros', 'LOU LOU']","232,594","284,213,815",0.0622,https://api.spotify.com/v1/audio-analysis/3wtZAUizB7ReUKVuVsKWT7,gabito ballesteros,0.739,188000.0,0.579,3wtZAUizB7ReUKVuVsKWT7,0.0,7.0,0.454,-8.361,0.0,68.0,lou lou,0.0509,130.002,3.0,https://api.spotify.com/v1/tracks/3wtZAUizB7ReUKVuVsKWT7,audio_features,spotify:track:3wtZAUizB7ReUKVuVsKWT7,0.694
"['Peso Pluma', 'BYE']","165,884","284,206,252",0.567,https://api.spotify.com/v1/audio-analysis/6f8wbdo8KU5ETWJA7lapgS,peso pluma,0.782,212976.0,0.812,6f8wbdo8KU5ETWJA7lapgS,0.00045,0.0,0.101,-6.613,1.0,68.0,bye,0.0469,122.063,3.0,https://api.spotify.com/v1/tracks/6f8wbdo8KU5ETWJA7lapgS,audio_features,spotify:track:6f8wbdo8KU5ETWJA7lapgS,0.7
"['El Alfa', '4K']","274,054","284,041,250",0.346,https://api.spotify.com/v1/audio-analysis/1BIXs6CdkPRLytuqoXs6XN,el alfa,0.918,201500.0,0.893,1BIXs6CdkPRLytuqoXs6XN,0.012,3.0,0.118,-4.585,0.0,73.0,4k,0.142,120.012,4.0,https://api.spotify.com/v1/tracks/1BIXs6CdkPRLytuqoXs6XN,audio_features,spotify:track:1BIXs6CdkPRLytuqoXs6XN,0.802
"['Aziz Hedra', ""Somebody's Pleasure""]","406,111","283,992,192",0.842,https://api.spotify.com/v1/audio-analysis/3e1rs346dsDDwpqTRGlRZR,aziz hedra,0.633,223957.0,0.491,3e1rs346dsDDwpqTRGlRZR,3.84e-06,10.0,0.172,-6.847,1.0,72.0,somebody's pleasure,0.0336,116.974,4.0,https://api.spotify.com/v1/tracks/3e1rs346dsDDwpqTRGlRZR,audio_features,spotify:track:3e1rs346dsDDwpqTRGlRZR,0.234
"['Alfredo Olivas', 'Yo Todo Lo Doy']","318,692","283,668,271",0.306,https://api.spotify.com/v1/audio-analysis/2fQrrBtuNVMWOHqLyk4EfO,alfredo olivas,0.597,202453.0,0.725,2fQrrBtuNVMWOHqLyk4EfO,0.000161,2.0,0.3,-6.686,0.0,73.0,yo todo lo doy,0.136,189.96,4.0,https://api.spotify.com/v1/tracks/2fQrrBtuNVMWOHqLyk4EfO,audio_features,spotify:track:2fQrrBtuNVMWOHqLyk4EfO,0.8
"['Ghea Indrawari', 'Jiwa Yang Bersedih']","348,208","282,706,039",0.805,https://api.spotify.com/v1/audio-analysis/6XsFgTG4dY768oIB4Dmeu0,ghea indrawari,0.363,278219.0,0.391,6XsFgTG4dY768oIB4Dmeu0,1.34e-06,2.0,0.115,-8.429,1.0,70.0,jiwa yang bersedih,0.0281,97.377,4.0,https://api.spotify.com/v1/tracks/6XsFgTG4dY768oIB4Dmeu0,audio_features,spotify:track:6XsFgTG4dY768oIB4Dmeu0,0.451
"['Peso Pluma', 'LAS MORRAS']","143,352","282,513,124",0.4,https://api.spotify.com/v1/audio-analysis/0lc2neV7ZzjZExwCIVG2B3,peso pluma,0.782,155551.0,0.793,0lc2neV7ZzjZExwCIVG2B3,6.98e-06,9.0,0.0824,-5.177,0.0,68.0,las morras,0.0387,132.997,3.0,https://api.spotify.com/v1/tracks/0lc2neV7ZzjZExwCIVG2B3,audio_features,spotify:track:0lc2neV7ZzjZExwCIVG2B3,0.869
"['ZWE1HVNDXR', 'LOVELY BASTARDS']","265,020","282,249,864",0.832,https://api.spotify.com/v1/audio-analysis/0EqczV3o6fwksegAavIHpX,zwe1hvndxr,0.613,116104.0,0.81,0EqczV3o6fwksegAavIHpX,0.899,1.0,0.137,-6.16,1.0,75.0,lovely bastards,0.488,150.251,4.0,https://api.spotify.com/v1/tracks/0EqczV3o6fwksegAavIHpX,audio_features,spotify:track:0EqczV3o6fwksegAavIHpX,0.686
"['BTS', 'Take Two']","97,829","281,801,225",0.0268,https://api.spotify.com/v1/audio-analysis/5IAESfJjmOYu7cHyX557kz,bts,0.617,229953.0,0.589,5IAESfJjmOYu7cHyX557kz,0.0,7.0,0.378,-5.978,1.0,68.0,take two,0.0345,92.991,4.0,https://api.spotify.com/v1/tracks/5IAESfJjmOYu7cHyX557kz,audio_features,spotify:track:5IAESfJjmOYu7cHyX557kz,0.566
"['Alfredo Olivas', 'Vete']","435,749","281,641,470",0.442,https://api.spotify.com/v1/audio-analysis/1GtIK8iINes4gNt06F60NU,alfredo olivas,0.626,185240.0,0.708,1GtIK8iINes4gNt06F60NU,3.04e-06,5.0,0.137,-7.097,1.0,76.0,vete,0.0556,168.162,4.0,https://api.spotify.com/v1/tracks/1GtIK8iINes4gNt06F60NU,audio_features,spotify:track:1GtIK8iINes4gNt06F60NU,0.883
"['Taylor Swift', ""Style (Taylor's Version)""]","336,101","281,249,339",0.000456,https://api.spotify.com/v1/audio-analysis/1hjRhYpWyqDpPahmSlUTlc,taylor swift,0.514,231000.0,0.821,1hjRhYpWyqDpPahmSlUTlc,0.0232,7.0,0.0946,-4.803,1.0,76.0,style (taylor's version),0.0444,94.884,4.0,https://api.spotify.com/v1/tracks/1hjRhYpWyqDpPahmSlUTlc,audio_features,spotify:track:1hjRhYpWyqDpPahmSlUTlc,0.298
"['AUR', 'Tu hai kahan']","440,102","280,210,602",0.437,https://api.spotify.com/v1/audio-analysis/3zSSCPpLZ5Oc8nelhhGjKz,aur,0.708,263185.0,0.356,3zSSCPpLZ5Oc8nelhhGjKz,6.54e-05,1.0,0.112,-9.738,1.0,75.0,tu hai kahan,0.075,83.679,4.0,https://api.spotify.com/v1/tracks/3zSSCPpLZ5Oc8nelhhGjKz,audio_features,spotify:track:3zSSCPpLZ5Oc8nelhhGjKz,0.569
"['Anuel AA', 'Mas Rica Que Ayer']","102,363","279,714,345",0.343,https://api.spotify.com/v1/audio-analysis/3XjvMZqm2AQ8thMCD6w9w2,anuel aa,0.818,199149.0,0.666,3XjvMZqm2AQ8thMCD6w9w2,0.0,11.0,0.0922,-5.319,1.0,68.0,mas rica que ayer,0.0759,93.95,4.0,https://api.spotify.com/v1/tracks/3XjvMZqm2AQ8thMCD6w9w2,audio_features,spotify:track:3XjvMZqm2AQ8thMCD6w9w2,0.529
"['Taylor Swift', 'I Can See You (Taylor’s Version) (From The Vault)']","147,168","279,485,755",0.0577,https://api.spotify.com/v1/audio-analysis/5kHMfzgLZP95O9NBy0ku4v,taylor swift,0.695,273186.0,0.768,5kHMfzgLZP95O9NBy0ku4v,0.0,6.0,0.0426,-4.883,1.0,71.0,i can see you (taylor’s version) (from the vault),0.0344,123.054,4.0,https://api.spotify.com/v1/tracks/5kHMfzgLZP95O9NBy0ku4v,audio_features,spotify:track:5kHMfzgLZP95O9NBy0ku4v,0.813
"['Peso Pluma', 'BIPOLAR']","274,188","279,131,299",0.513,https://api.spotify.com/v1/audio-analysis/3wlIAXSDtlD9iU8ysld06Z,peso pluma,0.776,265045.0,0.701,3wlIAXSDtlD9iU8ysld06Z,0.0,9.0,0.0902,-5.223,1.0,75.0,bipolar,0.0254,112.032,3.0,https://api.spotify.com/v1/tracks/3wlIAXSDtlD9iU8ysld06Z,audio_features,spotify:track:3wlIAXSDtlD9iU8ysld06Z,0.603
"['Calvin Harris', 'Desire']","172,926","279,067,309",0.0311,https://api.spotify.com/v1/audio-analysis/22dUzMFttcR3uU17NcOAIv,calvin harris,0.587,179162.0,0.924,22dUzMFttcR3uU17NcOAIv,0.0171,11.0,0.23,-5.433,0.0,72.0,desire,0.0457,140.009,4.0,https://api.spotify.com/v1/tracks/22dUzMFttcR3uU17NcOAIv,audio_features,spotify:track:22dUzMFttcR3uU17NcOAIv,0.509
"['Morgan Wallen', 'Ain’t That Some']","298,656","278,553,738",0.00154,https://api.spotify.com/v1/audio-analysis/2YVlDlk2zRceefo6XlC6DX,morgan wallen,0.64,158004.0,0.811,2YVlDlk2zRceefo6XlC6DX,9.34e-06,6.0,0.363,-5.834,0.0,76.0,ain’t that some,0.0279,121.089,4.0,https://api.spotify.com/v1/tracks/2YVlDlk2zRceefo6XlC6DX,audio_features,spotify:track:2YVlDlk2zRceefo6XlC6DX,0.686
"['Anuv Jain', 'Husn']","733,450","278,120,479",0.682,https://api.spotify.com/v1/audio-analysis/0TL0LFcwIBF5eX7arDIKxY,anuv jain,0.527,217895.0,0.376,0TL0LFcwIBF5eX7arDIKxY,0.0,5.0,0.142,-9.974,1.0,79.0,husn,0.0298,151.928,4.0,https://api.spotify.com/v1/tracks/0TL0LFcwIBF5eX7arDIKxY,audio_features,spotify:track:0TL0LFcwIBF5eX7arDIKxY,0.24
"['KAROL G', 'S91']","114,758","275,557,989",0.632,https://api.spotify.com/v1/audio-analysis/0BFQC00Y58JtjMyTXOJazO,karol g,0.644,173005.0,0.711,0BFQC00Y58JtjMyTXOJazO,1.91e-05,0.0,0.0898,-4.934,0.0,65.0,s91,0.377,128.225,4.0,https://api.spotify.com/v1/tracks/0BFQC00Y58JtjMyTXOJazO,audio_features,spotify:track:0BFQC00Y58JtjMyTXOJazO,0.381
"['Chino Pacas', 'Dijeron Que No La Iba Lograr']","128,893","275,068,029",0.261,https://api.spotify.com/v1/audio-analysis/2VhYFNgH2oNn4N92YGwLnu,chino pacas,0.705,113020.0,0.792,2VhYFNgH2oNn4N92YGwLnu,0.0,7.0,0.106,-6.794,0.0,67.0,dijeron que no la iba lograr,0.0656,142.219,3.0,https://api.spotify.com/v1/tracks/2VhYFNgH2oNn4N92YGwLnu,audio_features,spotify:track:2VhYFNgH2oNn4N92YGwLnu,0.762
"['SAIKO', 'POLARIS']","154,877","274,898,296",0.153,https://api.spotify.com/v1/audio-analysis/0EhuGnOS6fTc5l5UNtDEH2,saiko,0.623,288000.0,0.799,0EhuGnOS6fTc5l5UNtDEH2,0.0,8.0,0.365,-4.152,0.0,69.0,polaris,0.0713,169.901,4.0,https://api.spotify.com/v1/tracks/0EhuGnOS6fTc5l5UNtDEH2,audio_features,spotify:track:0EhuGnOS6fTc5l5UNtDEH2,0.552
"['KAROL G', 'UNA NOCHE EN MEDELLÍN']","385,822","274,222,137",0.0361,https://api.spotify.com/v1/audio-analysis/0GJwUAlBMJTbY4VE7iE761,karol g,0.846,205145.0,0.755,0GJwUAlBMJTbY4VE7iE761,0.0,10.0,0.0448,-2.47,0.0,76.0,una noche en medellín,0.0738,96.002,4.0,https://api.spotify.com/v1/tracks/0GJwUAlBMJTbY4VE7iE761,audio_features,spotify:track:0GJwUAlBMJTbY4VE7iE761,0.883
