Unnamed: 0,acousticness,analysis_url,artist_name,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,streams,tempo,time_signature,track_href,track_name,type,uri,valence,year,Daily Streams
3229,0.237,https://api.spotify.com/v1/audio-analysis/3CIyK1V4JEJkg02E4EJnDl,Imagine Dragons,0.728,173381.0,0.783,3CIyK1V4JEJkg02E4EJnDl,0.0,11.0,0.434,-4.424,0.0,79.0,0.266,333254091,77.011,4.0,https://api.spotify.com/v1/tracks/3CIyK1V4JEJkg02E4EJnDl,Enemy,audio_features,spotify:track:3CIyK1V4JEJkg02E4EJnDl,0.555,2021,"1,145,670"
3229,0.237,https://api.spotify.com/v1/audio-analysis/3CIyK1V4JEJkg02E4EJnDl,Imagine Dragons,0.728,173381.0,0.783,3CIyK1V4JEJkg02E4EJnDl,0.0,11.0,0.434,-4.424,0.0,79.0,0.266,333254091,77.011,4.0,https://api.spotify.com/v1/tracks/3CIyK1V4JEJkg02E4EJnDl,Enemy,audio_features,spotify:track:3CIyK1V4JEJkg02E4EJnDl,0.555,2021,"215,491"
3230,0.38,https://api.spotify.com/v1/audio-analysis/6YNTL320OEMAg4ORqGYt1v,Matisse,0.69,177063.0,0.662,6YNTL320OEMAg4ORqGYt1v,1.11e-06,2.0,0.0998,-4.537,1.0,67.0,0.043,332095916,143.096,3.0,https://api.spotify.com/v1/tracks/6YNTL320OEMAg4ORqGYt1v,Como Lo Hice Yo,audio_features,spotify:track:6YNTL320OEMAg4ORqGYt1v,0.488,2021,"156,501"
3231,0.149,https://api.spotify.com/v1/audio-analysis/6TEftSkmWdTm1EpThnwqh6,Imagine Dragons,0.625,244005.0,0.562,6TEftSkmWdTm1EpThnwqh6,1.67e-05,0.0,0.109,-5.828,0.0,68.0,0.0289,331379391,93.998,4.0,https://api.spotify.com/v1/tracks/6TEftSkmWdTm1EpThnwqh6,Wrecked,audio_features,spotify:track:6TEftSkmWdTm1EpThnwqh6,0.229,2021,"134,964"
3232,0.294,https://api.spotify.com/v1/audio-analysis/49NZwle2I8qI9BPsiRNjre,Tiago PZK,0.669,177857.0,0.628,49NZwle2I8qI9BPsiRNjre,1.83e-05,2.0,0.124,-4.177,1.0,63.0,0.0526,330552593,83.803,4.0,https://api.spotify.com/v1/tracks/49NZwle2I8qI9BPsiRNjre,Salimo de Noche,audio_features,spotify:track:49NZwle2I8qI9BPsiRNjre,0.784,2021,"76,325"
3233,0.0592,https://api.spotify.com/v1/audio-analysis/2cc8Sw1OnCuA5bV8nqWqpE,Regard,0.691,233386.0,0.695,2cc8Sw1OnCuA5bV8nqWqpE,0.0,0.0,0.0647,-5.6,1.0,67.0,0.0367,328820292,106.064,4.0,https://api.spotify.com/v1/tracks/2cc8Sw1OnCuA5bV8nqWqpE,You,audio_features,spotify:track:2cc8Sw1OnCuA5bV8nqWqpE,0.514,2021,"106,529"
3234,0.702,https://api.spotify.com/v1/audio-analysis/4191RXFPa7Ge9XkA4cWlna,Billie Eilish,0.526,212496.0,0.334,4191RXFPa7Ge9XkA4cWlna,0.00782,10.0,0.0586,-8.491,0.0,69.0,0.251,328202140,74.966,4.0,https://api.spotify.com/v1/tracks/4191RXFPa7Ge9XkA4cWlna,Lost Cause,audio_features,spotify:track:4191RXFPa7Ge9XkA4cWlna,0.522,2021,"165,336"
3235,0.758,https://api.spotify.com/v1/audio-analysis/2HSmyk2qMN8WQjuGhaQgCk,Drake,0.423,336511.0,0.667,2HSmyk2qMN8WQjuGhaQgCk,0.0,6.0,0.246,-7.012,0.0,69.0,0.326,327531867,86.743,4.0,https://api.spotify.com/v1/tracks/2HSmyk2qMN8WQjuGhaQgCk,Champagne Poetry,audio_features,spotify:track:2HSmyk2qMN8WQjuGhaQgCk,0.496,2021,"136,261"
3236,0.527,https://api.spotify.com/v1/audio-analysis/7IIDB25xKfPbw595U53Ose,George Henrique & Rodrigo,0.456,191524.0,0.828,7IIDB25xKfPbw595U53Ose,0.0,8.0,0.961,-3.638,0.0,68.0,0.276,327271494,157.663,4.0,https://api.spotify.com/v1/tracks/7IIDB25xKfPbw595U53Ose,Vai Lá Em Casa Hoje,audio_features,spotify:track:7IIDB25xKfPbw595U53Ose,0.616,2021,"156,226"
3237,0.578,https://api.spotify.com/v1/audio-analysis/2JN3ugW1cEahbYw0I5mw5U,Conan Gray,0.474,243907.0,0.343,2JN3ugW1cEahbYw0I5mw5U,2.65e-05,4.0,0.305,-8.571,0.0,72.0,0.027,327130461,145.115,3.0,https://api.spotify.com/v1/tracks/2JN3ugW1cEahbYw0I5mw5U,Astronomy,audio_features,spotify:track:2JN3ugW1cEahbYw0I5mw5U,0.152,2021,"245,381"
3238,0.859,https://api.spotify.com/v1/audio-analysis/4NgherJDfCXWBZBYheM4jK,KXLLSWXTCH,0.627,120429.0,0.123,4NgherJDfCXWBZBYheM4jK,0.00105,7.0,0.149,-14.411,1.0,76.0,0.0316,326739409,131.883,4.0,https://api.spotify.com/v1/tracks/4NgherJDfCXWBZBYheM4jK,WASTE,audio_features,spotify:track:4NgherJDfCXWBZBYheM4jK,0.11,2021,"411,759"
3239,0.0617,https://api.spotify.com/v1/audio-analysis/7n2FZQsaLb7ZRfRPfEeIvr,IVE,0.828,178453.0,0.731,7n2FZQsaLb7ZRfRPfEeIvr,0.0,9.0,0.048,-3.033,1.0,68.0,0.111,326570974,119.978,4.0,https://api.spotify.com/v1/tracks/7n2FZQsaLb7ZRfRPfEeIvr,ELEVEN,audio_features,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,0.587,2021,"104,537"
3240,0.000443,https://api.spotify.com/v1/audio-analysis/3yII7UwgLF6K5zW3xad3MP,Taylor Swift,0.642,230960.0,0.695,3yII7UwgLF6K5zW3xad3MP,1.02e-05,7.0,0.0753,-5.62,1.0,72.0,0.0281,325652274,103.984,4.0,https://api.spotify.com/v1/tracks/3yII7UwgLF6K5zW3xad3MP,22 (Taylor's Version),audio_features,spotify:track:3yII7UwgLF6K5zW3xad3MP,0.642,2021,"227,516"
3241,0.266,https://api.spotify.com/v1/audio-analysis/1mSviQV9iQnGSRyvTIuxAj,Alvaro Diaz,0.706,192613.0,0.739,1mSviQV9iQnGSRyvTIuxAj,2.62e-05,10.0,0.126,-3.753,1.0,74.0,0.0586,324382250,91.906,4.0,https://api.spotify.com/v1/tracks/1mSviQV9iQnGSRyvTIuxAj,Problemón,audio_features,spotify:track:1mSviQV9iQnGSRyvTIuxAj,0.371,2021,"496,592"
3242,0.898,https://api.spotify.com/v1/audio-analysis/7CC6UbCs4iGsePSzFxYxNn,Kanye West,0.319,156091.0,0.236,7CC6UbCs4iGsePSzFxYxNn,1.62e-05,5.0,0.272,-9.644,1.0,70.0,0.0318,324285617,162.351,4.0,https://api.spotify.com/v1/tracks/7CC6UbCs4iGsePSzFxYxNn,Moon,audio_features,spotify:track:7CC6UbCs4iGsePSzFxYxNn,0.254,2021,"150,930"
3243,0.0185,https://api.spotify.com/v1/audio-analysis/2dWNKXTs5z7Iu1g0kYh4Xe,Becky Hill,0.695,148960.0,0.781,2dWNKXTs5z7Iu1g0kYh4Xe,3.12e-05,7.0,0.295,-5.578,0.0,65.0,0.0452,323990308,124.04,4.0,https://api.spotify.com/v1/tracks/2dWNKXTs5z7Iu1g0kYh4Xe,My Heart Goes (La Di Da),audio_features,spotify:track:2dWNKXTs5z7Iu1g0kYh4Xe,0.456,2021,"91,136"
3244,0.473,https://api.spotify.com/v1/audio-analysis/4tQofG51E0juZBBVr6pral,Mora,0.744,269714.0,0.827,4tQofG51E0juZBBVr6pral,6.49e-05,8.0,0.105,-3.757,1.0,76.0,0.305,320458123,104.851,4.0,https://api.spotify.com/v1/tracks/4tQofG51E0juZBBVr6pral,Tuyo,audio_features,spotify:track:4tQofG51E0juZBBVr6pral,0.311,2021,"329,130"
3245,0.000707,https://api.spotify.com/v1/audio-analysis/1wcr8DjnN59Awev8nnKpQ4,ENHYPEN,0.599,193260.0,0.869,1wcr8DjnN59Awev8nnKpQ4,0.0,5.0,0.0911,-5.174,0.0,71.0,0.0618,320334098,132.889,4.0,https://api.spotify.com/v1/tracks/1wcr8DjnN59Awev8nnKpQ4,Drunk-Dazed,audio_features,spotify:track:1wcr8DjnN59Awev8nnKpQ4,0.453,2021,"180,456"
3246,0.0157,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,0.609,233720.0,0.692,2eAvDnpXP5W0cVtiI0PUxV,0.0,1.0,0.0864,-2.958,1.0,85.0,0.0259,317954781,116.959,3.0,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,Dandelions,audio_features,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,0.454,2021,"133,127"
3247,0.00108,https://api.spotify.com/v1/audio-analysis/4OAuvHryIVv4kMDNSLuPt6,Taylor Swift,0.516,223093.0,0.777,4OAuvHryIVv4kMDNSLuPt6,1.62e-06,1.0,0.0761,-4.908,0.0,71.0,0.0375,317941349,125.047,4.0,https://api.spotify.com/v1/tracks/4OAuvHryIVv4kMDNSLuPt6,Red (Taylor's Version),audio_features,spotify:track:4OAuvHryIVv4kMDNSLuPt6,0.408,2021,"189,088"
3248,0.0027,https://api.spotify.com/v1/audio-analysis/78ul3D77noQsYjSwvwiPU1,PinkPantheress,0.552,96133.0,0.904,78ul3D77noQsYjSwvwiPU1,8.85e-06,11.0,0.0786,-4.891,0.0,69.0,0.114,316660476,171.788,4.0,https://api.spotify.com/v1/tracks/78ul3D77noQsYjSwvwiPU1,Break It Off,audio_features,spotify:track:78ul3D77noQsYjSwvwiPU1,0.746,2021,"168,534"
3249,0.328,https://api.spotify.com/v1/audio-analysis/1lV3QHHMAQt0Kc1ioZq2MP,Rauw Alejandro,0.704,208292.0,0.739,1lV3QHHMAQt0Kc1ioZq2MP,1.93e-05,8.0,0.0856,-3.286,1.0,70.0,0.112,316493069,179.879,4.0,https://api.spotify.com/v1/tracks/1lV3QHHMAQt0Kc1ioZq2MP,Sexo Virtual,audio_features,spotify:track:1lV3QHHMAQt0Kc1ioZq2MP,0.425,2021,"124,214"
3250,0.615,https://api.spotify.com/v1/audio-analysis/2rOnSn2piaqLAlYjtfUBlY,Tanishk Bagchi,0.72,230292.0,0.63,2rOnSn2piaqLAlYjtfUBlY,0.0,10.0,0.108,-5.549,1.0,70.0,0.0413,313115045,81.009,4.0,https://api.spotify.com/v1/tracks/2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")",audio_features,spotify:track:2rOnSn2piaqLAlYjtfUBlY,0.512,2021,"518,099"
3251,0.369,https://api.spotify.com/v1/audio-analysis/0KbGTtipoc4GnUiYEVzfQh,João Gomes,0.668,157176.0,0.887,0KbGTtipoc4GnUiYEVzfQh,1.39e-06,11.0,0.257,-4.404,0.0,68.0,0.0564,310356520,151.92,4.0,https://api.spotify.com/v1/tracks/0KbGTtipoc4GnUiYEVzfQh,Meu Pedaço de Pecado,audio_features,spotify:track:0KbGTtipoc4GnUiYEVzfQh,0.907,2021,"161,205"
3252,0.167,https://api.spotify.com/v1/audio-analysis/3zakx7RAwdkUQlOoQ7SJRt,Brent Faiyaz,0.541,214693.0,0.619,3zakx7RAwdkUQlOoQ7SJRt,0.00633,1.0,0.144,-8.746,0.0,68.0,0.254,309513652,163.908,4.0,https://api.spotify.com/v1/tracks/3zakx7RAwdkUQlOoQ7SJRt,"GRAVITY (FEAT. TYLER, THE CREATOR)",audio_features,spotify:track:3zakx7RAwdkUQlOoQ7SJRt,0.491,2021,"124,102"
3253,0.0242,https://api.spotify.com/v1/audio-analysis/2WrqTrNIHqfcMCgmEo0A7E,Feid,0.826,145120.0,0.878,2WrqTrNIHqfcMCgmEo0A7E,0.0,6.0,0.0789,-2.389,0.0,74.0,0.0599,309410515,94.994,4.0,https://api.spotify.com/v1/tracks/2WrqTrNIHqfcMCgmEo0A7E,FRIKI,audio_features,spotify:track:2WrqTrNIHqfcMCgmEo0A7E,0.686,2021,"214,670"
3254,0.0628,https://api.spotify.com/v1/audio-analysis/78kygHp1dvW1kncYjBgbe1,Ryan Castro,0.758,142500.0,0.621,78kygHp1dvW1kncYjBgbe1,0.0,9.0,0.0809,-8.033,1.0,65.0,0.125,308226077,79.949,4.0,https://api.spotify.com/v1/tracks/78kygHp1dvW1kncYjBgbe1,Mujeriego,audio_features,spotify:track:78kygHp1dvW1kncYjBgbe1,0.92,2021,"138,652"
3255,0.00406,https://api.spotify.com/v1/audio-analysis/6IPNp9PfaEqrzotY47TIWy,DJ Snake,0.8,225600.0,0.837,6IPNp9PfaEqrzotY47TIWy,0.00313,6.0,0.0904,-2.807,0.0,66.0,0.0491,307065887,100.015,4.0,https://api.spotify.com/v1/tracks/6IPNp9PfaEqrzotY47TIWy,SG,audio_features,spotify:track:6IPNp9PfaEqrzotY47TIWy,0.702,2021,"86,111"
3256,0.333,,"Tyler, The Creator",0.468,588139.0,0.652,3EG9FJ0ToLfgnc1IG2Z1wz,0.000318,0.0,0.55,-4.912,1.0,74.0,0.0722,306570590,140.223,,,SWEET / I THOUGHT YOU WANTED TO DANCE,track,spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz,0.39,2021,"272,069"
3257,0.961,,Billie Eilish,0.403,234761.0,0.159,5XsAal7ZcWg1I5T4NcRjkv,0.0121,1.0,0.34,-16.728,0.0,75.0,0.104,304662061,72.38,,,Halley's Comet,track,spotify:track:5XsAal7ZcWg1I5T4NcRjkv,0.0381,2021,"319,036"
3258,0.441,,Sarah Cothran,0.422,161612.0,0.25,2xXNLutYAOELYVObYb1C1S,0.0,0.0,0.35,-6.836,1.0,68.0,0.0351,303461142,124.026,,,As the World Caves In,track,spotify:track:2xXNLutYAOELYVObYb1C1S,0.246,2021,"106,828"
3259,0.0285,,Madness,0.601,201133.0,0.649,1qV6e4ITnfGmA6m6Vklvbi,7.71e-05,7.0,0.127,-10.57,1.0,56.0,0.0554,303285127,121.66,,,Our House,track,spotify:track:1qV6e4ITnfGmA6m6Vklvbi,0.708,2021,"97,202"
3260,0.000593,,Kordhell,0.822,133565.0,0.981,34lfu3S4fIcKZRNXzbdbo7,0.748,9.0,0.0938,-1.321,1.0,67.0,0.109,300465953,115.005,,,Live Another Day,track,spotify:track:34lfu3S4fIcKZRNXzbdbo7,0.404,2021,"83,977"
3261,0.179,,Sidhu Moose Wala,0.557,270000.0,0.794,5W7DOVGQLTigu09afW7QMT,0.0,11.0,0.106,-5.698,0.0,70.0,0.2,300325703,91.366,,,295,track,spotify:track:5W7DOVGQLTigu09afW7QMT,0.432,2021,"191,167"
3262,0.366,,Grupo Los de la O,0.743,196864.0,0.89,5IdyvWCaUa7AgTxMsFj0wB,0.0,7.0,0.0966,-5.451,0.0,69.0,0.0837,298947112,107.635,,,Fuga Pa Cali 2,track,spotify:track:5IdyvWCaUa7AgTxMsFj0wB,0.809,2021,"167,928"
3263,0.859,,Eladio Carrion,0.721,170078.0,0.426,1Sym1HsTqsa2pYKhYL1j15,0.000216,0.0,0.111,-7.473,0.0,72.0,0.11,298357410,127.083,,,Me Gustas Natural,track,spotify:track:1Sym1HsTqsa2pYKhYL1j15,0.451,2021,"173,805"
3264,0.17,,Summer Walker,0.707,231497.0,0.618,08SB2OtZkaliju77WYEKxk,0.0,1.0,0.293,-5.825,0.0,72.0,0.19,297021557,133.876,,,No Love,track,spotify:track:08SB2OtZkaliju77WYEKxk,0.517,2021,"184,244"
3265,0.146,,Hensonn,0.615,171384.0,0.521,6nqdgUTiWt4JbABDurkxMI,0.772,2.0,0.11,-9.488,1.0,68.0,0.0318,294699049,115.016,,,Sahara,track,spotify:track:6nqdgUTiWt4JbABDurkxMI,0.045,2021,"101,802"
3266,0.108,,Trueno,0.857,165019.0,0.766,5NtIprYDaflAuu3Pko0rjR,0.0,0.0,0.0817,-3.699,1.0,66.0,0.0978,294418494,106.024,,,DANCE CRIP,track,spotify:track:5NtIprYDaflAuu3Pko0rjR,0.864,2021,"131,705"
3267,0.028,,Alesso,0.685,161266.0,0.886,5902W4uHWzhtOff1UK7the,0.0,0.0,0.481,-4.179,1.0,65.0,0.034,293367016,125.034,,,When I’m Gone,track,spotify:track:5902W4uHWzhtOff1UK7the,0.615,2021,"57,423"
3268,0.0513,,Cody Johnson,0.501,224213.0,0.815,4k3lPl8YTKuY8c1HelVnm3,0.0,1.0,0.106,-4.865,1.0,71.0,0.0436,292263241,160.087,,,'Til You Can't,track,spotify:track:4k3lPl8YTKuY8c1HelVnm3,0.46,2021,"168,599"
3269,0.274,,Taylor Swift,0.631,613026.0,0.518,5enxwA8aAbwZbf5qCHORXi,0.0,0.0,0.088,-8.771,1.0,79.0,0.0303,291679746,93.023,,,All Too Well (Taylor's Version),track,spotify:track:5enxwA8aAbwZbf5qCHORXi,0.205,2021,"194,195"
3270,0.38,,Ivan Cornejo,0.405,214148.0,0.565,6G2xXQRSZlEzYsUEb3uvuR,0.0195,1.0,0.107,-9.266,0.0,70.0,0.0372,289222932,159.892,,,Está Dañada,track,spotify:track:6G2xXQRSZlEzYsUEb3uvuR,0.166,2021,"162,633"
3271,0.0693,,The Kid LAROI,0.721,144860.0,0.632,0c34ovpXiMWWUbKX0IavIH,0.0,5.0,0.291,-6.695,0.0,67.0,0.0358,288909847,92.057,,,"F*CK YOU, GOODBYE",track,spotify:track:0c34ovpXiMWWUbKX0IavIH,0.296,2021,"101,804"
3272,0.323,,Chani Nattan,0.847,131077.0,0.56,3wz2vWhYnnBoFmgMkqtzLy,0.0,8.0,0.137,-5.855,0.0,69.0,0.066,288899467,98.061,,,Daku,track,spotify:track:3wz2vWhYnnBoFmgMkqtzLy,0.502,2021,"162,786"
3273,0.0392,,Young Stoner Life,0.887,215693.0,0.485,6rTInqW3YECMkQsBEHw4sd,0.0,11.0,0.141,-9.358,0.0,64.0,0.2,288222693,125.987,,,Solid,track,spotify:track:6rTInqW3YECMkQsBEHw4sd,0.328,2021,"67,490"
3274,0.00213,,WILLOW,0.374,168398.0,0.83,5JKnYZOhSP7rOK0jPYcCjV,0.0,11.0,0.15,-5.203,0.0,60.0,0.0584,287753857,90.19,,,t r a n s p a r e n t s o u l feat. Travis Barker,track,spotify:track:5JKnYZOhSP7rOK0jPYcCjV,0.204,2021,"67,974"
3275,0.00884,,Camilo,0.748,214933.0,0.779,4knc1Fp3kbuq8bH2byOvLu,3.96e-05,0.0,0.113,-6.659,1.0,63.0,0.0342,286013355,128.91,,,Índigo,track,spotify:track:4knc1Fp3kbuq8bH2byOvLu,0.928,2021,"83,937"
3276,0.341,,Trueno,0.733,187331.0,0.568,3qukYaYSxIUBcq5UIUIsPf,0.0,1.0,0.232,-5.987,1.0,67.0,0.0462,285955770,123.079,,,FEEL ME??,track,spotify:track:3qukYaYSxIUBcq5UIUIsPf,0.502,2021,"141,945"
3277,0.556,,Israel & Rodolffo,0.606,140942.0,0.908,2MZQAvsA7aZDssppBLRxYp,0.0,6.0,0.19,-6.201,0.0,59.0,0.0565,285155639,171.966,,,Batom de Cereja,track,spotify:track:2MZQAvsA7aZDssppBLRxYp,0.798,2021,"51,587"
3278,0.868,,Zack Tabudlo,0.375,254400.0,0.457,08MFgEQeVLF37EyZ7jcwLc,0.0145,3.0,0.191,-7.018,1.0,66.0,0.0315,284723435,174.839,,,Pano,track,spotify:track:08MFgEQeVLF37EyZ7jcwLc,0.415,2021,"146,263"
3279,0.407,,Wisin,0.849,261665.0,0.701,7Bk0uXKk1uPT0XuQbpFzvs,0.0,6.0,0.112,-4.407,0.0,65.0,0.06,284562412,98.005,,,Fiel,track,spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,0.505,2021,"38,849"
3280,0.0451,,JNR CHOI,0.745,152137.0,0.65,5vUnjhBzRJJIAOJPde6zDx,0.00758,2.0,0.111,-11.814,1.0,63.0,0.346,283703689,144.047,,,TO THE MOON,track,spotify:track:5vUnjhBzRJJIAOJPde6zDx,0.386,2021,"50,927"
3281,0.368,,Bizarrap,0.553,192347.0,0.819,1Crj1zkRMpsEjb9NOR6Zof,1.36e-05,2.0,0.0915,-3.083,1.0,63.0,0.257,283381542,87.913,,,"L-Gante: Bzrp Music Sessions, Vol.38",track,spotify:track:1Crj1zkRMpsEjb9NOR6Zof,0.761,2021,"61,448"
3282,0.363,,PlayaPhonk,0.805,141343.0,0.816,5mnpMkzp3Z2RCCbwIEZCbv,0.826,1.0,0.121,-4.685,1.0,63.0,0.346,283115026,124.966,,,Phonky Town,track,spotify:track:5mnpMkzp3Z2RCCbwIEZCbv,0.338,2021,"51,253"
3283,0.0438,https://api.spotify.com/v1/audio-analysis/6LNoArVBBVZzUTUiAX2aKO,Kanye West,0.546,339250.0,0.64,6LNoArVBBVZzUTUiAX2aKO,0.0,8.0,0.137,-5.582,1.0,66.0,0.37,282910822,137.728,4.0,https://api.spotify.com/v1/tracks/6LNoArVBBVZzUTUiAX2aKO,Off The Grid,audio_features,spotify:track:6LNoArVBBVZzUTUiAX2aKO,0.63,2021,"82,092"
3284,0.211,https://api.spotify.com/v1/audio-analysis/1xO7tp4J5Wj0NeKrzIpd1V,Christian Nodal,0.704,198529.0,0.482,1xO7tp4J5Wj0NeKrzIpd1V,0.0,9.0,0.3,-5.352,1.0,69.0,0.0349,282473067,102.01,4.0,https://api.spotify.com/v1/tracks/1xO7tp4J5Wj0NeKrzIpd1V,La Sinvergüenza,audio_features,spotify:track:1xO7tp4J5Wj0NeKrzIpd1V,0.604,2021,"115,474"
3285,0.697,https://api.spotify.com/v1/audio-analysis/6v0UJD4a2FtleHeSYVX02A,Adele,0.437,376169.0,0.565,6v0UJD4a2FtleHeSYVX02A,0.0,10.0,0.119,-5.596,1.0,71.0,0.0466,282127710,115.389,4.0,https://api.spotify.com/v1/tracks/6v0UJD4a2FtleHeSYVX02A,I Drink Wine,audio_features,spotify:track:6v0UJD4a2FtleHeSYVX02A,0.306,2021,"166,809"
3286,0.261,https://api.spotify.com/v1/audio-analysis/6ZYxNjuAU9Vy3VtF6W1dtE,Shubh,0.82,199206.0,0.504,6ZYxNjuAU9Vy3VtF6W1dtE,7e-06,4.0,0.104,-9.113,0.0,69.0,0.141,281765251,85.016,4.0,https://api.spotify.com/v1/tracks/6ZYxNjuAU9Vy3VtF6W1dtE,We Rollin,audio_features,spotify:track:6ZYxNjuAU9Vy3VtF6W1dtE,0.275,2021,"153,809"
3287,0.532,https://api.spotify.com/v1/audio-analysis/5RAIMjdrCEjpjaR5tBATXU,Maluma,0.807,241659.0,0.712,5RAIMjdrCEjpjaR5tBATXU,2.37e-05,1.0,0.163,-5.757,1.0,67.0,0.1,281720640,100.004,4.0,https://api.spotify.com/v1/tracks/5RAIMjdrCEjpjaR5tBATXU,Aloha,audio_features,spotify:track:5RAIMjdrCEjpjaR5tBATXU,0.792,2021,"109,627"
3288,0.732,https://api.spotify.com/v1/audio-analysis/1aEsTgCsv8nOjEgyEoRCpS,Jeremy Zucker,0.441,174587.0,0.202,1aEsTgCsv8nOjEgyEoRCpS,2.6e-05,7.0,0.126,-12.499,1.0,66.0,0.0381,280922200,77.971,4.0,https://api.spotify.com/v1/tracks/1aEsTgCsv8nOjEgyEoRCpS,this is how you fall in love,audio_features,spotify:track:1aEsTgCsv8nOjEgyEoRCpS,0.269,2021,"81,873"
3289,0.136,https://api.spotify.com/v1/audio-analysis/4T18CIOag4LfuqqfzyBQmw,Ryan Castro,0.803,116636.0,0.745,4T18CIOag4LfuqqfzyBQmw,0.00763,2.0,0.0712,-5.251,1.0,62.0,0.0657,279356690,107.077,4.0,https://api.spotify.com/v1/tracks/4T18CIOag4LfuqqfzyBQmw,Malory,audio_features,spotify:track:4T18CIOag4LfuqqfzyBQmw,0.628,2021,"54,112"
3290,0.571,https://api.spotify.com/v1/audio-analysis/5Q0ZnQjk4lQpScX7ujswun,Henrique & Juliano,0.292,190162.0,0.626,5Q0ZnQjk4lQpScX7ujswun,0.0,11.0,0.87,-4.78,1.0,59.0,0.0533,278720230,162.824,4.0,https://api.spotify.com/v1/tracks/5Q0ZnQjk4lQpScX7ujswun,A Maior Saudade,audio_features,spotify:track:5Q0ZnQjk4lQpScX7ujswun,0.305,2021,"72,108"
3291,0.0558,https://api.spotify.com/v1/audio-analysis/1Z8TPHiKeCUyClxV6WTTIf,TOMORROW X TOGETHER,0.584,202204.0,0.836,1Z8TPHiKeCUyClxV6WTTIf,0.0,0.0,0.0663,-4.925,1.0,68.0,0.079,276710274,104.973,4.0,https://api.spotify.com/v1/tracks/1Z8TPHiKeCUyClxV6WTTIf,0X1=LOVESONG (I Know I Love You) feat. Seori,audio_features,spotify:track:1Z8TPHiKeCUyClxV6WTTIf,0.484,2021,"107,776"
3292,0.102,https://api.spotify.com/v1/audio-analysis/1TlTzdsEpgfsmbuNfYmWfG,Giveon,0.606,192257.0,0.513,1TlTzdsEpgfsmbuNfYmWfG,0.0,9.0,0.156,-8.756,1.0,63.0,0.0524,274478914,79.9,4.0,https://api.spotify.com/v1/tracks/1TlTzdsEpgfsmbuNfYmWfG,For Tonight,audio_features,spotify:track:1TlTzdsEpgfsmbuNfYmWfG,0.177,2021,"82,093"
3293,0.0103,https://api.spotify.com/v1/audio-analysis/56Yxkm62GtEpnPyG7TvwLY,ITZY,0.759,191462.0,0.886,56Yxkm62GtEpnPyG7TvwLY,2.04e-05,1.0,0.342,-3.067,1.0,65.0,0.187,274179035,102.065,4.0,https://api.spotify.com/v1/tracks/56Yxkm62GtEpnPyG7TvwLY,LOCO,audio_features,spotify:track:56Yxkm62GtEpnPyG7TvwLY,0.489,2021,"83,810"
3294,0.207,https://api.spotify.com/v1/audio-analysis/0pdfN7nOHMYmKykzu1cyfm,Shania Twain,0.592,246760.0,0.725,0pdfN7nOHMYmKykzu1cyfm,0.0,8.0,0.148,-8.698,1.0,69.0,0.0412,273465229,78.235,4.0,https://api.spotify.com/v1/tracks/0pdfN7nOHMYmKykzu1cyfm,Any Man Of Mine,audio_features,spotify:track:0pdfN7nOHMYmKykzu1cyfm,0.784,2021,"138,105"
3295,0.284,https://api.spotify.com/v1/audio-analysis/4zTSSrtsaVVjT3RZKQ1Gqn,El Alfa,0.921,219000.0,0.927,4zTSSrtsaVVjT3RZKQ1Gqn,0.0033,11.0,0.72,-3.025,1.0,72.0,0.104,273343874,129.971,4.0,https://api.spotify.com/v1/tracks/4zTSSrtsaVVjT3RZKQ1Gqn,La Mamá de la Mamá,audio_features,spotify:track:4zTSSrtsaVVjT3RZKQ1Gqn,0.797,2021,"237,151"
3296,0.492,https://api.spotify.com/v1/audio-analysis/4TIqzdAssasqx3DAe6cG9J,Joyner Lucas,0.597,218448.0,0.571,4TIqzdAssasqx3DAe6cG9J,0.0,1.0,0.093,-6.205,0.0,65.0,0.293,273092114,106.196,3.0,https://api.spotify.com/v1/tracks/4TIqzdAssasqx3DAe6cG9J,Ramen & OJ,audio_features,spotify:track:4TIqzdAssasqx3DAe6cG9J,0.165,2021,"65,933"
3297,0.192,https://api.spotify.com/v1/audio-analysis/5u7twkeask1VIyDeNTElSU,Sech,0.786,216510.0,0.899,5u7twkeask1VIyDeNTElSU,0.000189,10.0,0.299,-0.515,1.0,60.0,0.127,272831186,90.025,4.0,https://api.spotify.com/v1/tracks/5u7twkeask1VIyDeNTElSU,Sal y Perrea,audio_features,spotify:track:5u7twkeask1VIyDeNTElSU,0.813,2021,"31,309"
